CLAVE SITIO,CLAVE DE MONITOREO,NOMBRE DEL SITIO,TIPO CUERPO DE AGUA,FECHA REALIZACIÓN,Año,COLI_FEC,COLI_TOT,E_COLI,COT,COT_SOL,DBO_SOL,DBO_TOT,DQO_SOL,DQO_TOT,N_NH3,N_NO2,N_NO3,N_ORG,N_TOT,N_TOTK,TOX_D_48_UT,TOX_V_15_UT,TOX_V_5_UT,P_TOT,ORTO_PO4,COLOR_VER,ABS_UV,SDT,CONDUC_CAMPO,pH_CAMPO,OD_%,OD_mg/L,SAAM,SST,TURBIEDAD,AS_TOT,CD_TOT,CR_TOT,HG_TOT,NI_TOT,PB_TOT,CN_TOT,DUR_TOT,TEMP_AMB,TEMP_AGUA,CAUDAL,DQO_ESTADO,SST_ESTADO,EC_ESTADO,SEMAFORO,y
DLPUE2034,DLPUE2034-240814,RIO NEXAPA 15,LÓTICO,41852,2014,11000.0,24000.0,2400.0,66.193,9.546,6.8,12.5,35.58,67.12,1.946,0.875,0.077,0.0,2.8979999999999997,1.946,0.5,0.5,0.5,0.554,0.241,40,0.173,511.36,799.0,7.71,59.0,4.6,0.508,60.0,51.2,0.0215,0.0006505,0.0099,0.0005,0.0113,0.0379,0.0005,302.0,23.0,19.5,3460.0,INCUMPLE,CUMPLE,INCUMPLE,ROJO,1.0
DLPUE2034,DLPUE2034-280914,RIO NEXAPA 15,LÓTICO,41907,2014,24000.0,24000.0,11000.0,98.148,40.255,7.8,31.0,69.39,102.46,1.731,0.645,0.462,3.208,6.046000000000001,4.939,0.5,0.5,0.5,0.551,0.336,10,0.168,485.12,758.0,7.8,51.0,3.5,0.125,296.0,173.0,0.00075,0.0006505,0.0067,0.00010065,0.0073,0.00077,0.0005,253.4,22.9,21.2,5388.0,INCUMPLE,INCUMPLE,INCUMPLE,ROJO,1.0
DLPUE2034,DLPUE2034-010315,RIO NEXAPA 15,LÓTICO,42062,2015,2100.0,4600.0,1500.0,21.637,19.263,77.5,110.0,164.67,211.33,40.056,0.74,0.23,17.833,58.858999999999995,57.889,0.5,2.61,2.42,1.839,1.742,30,0.435,816.64,1276.0,8.1,56.5,3.9,5.8,190.0,102.0,0.00075,0.0006505,0.0164,0.00010065,0.0259,0.0051,0.0005,456.0,27.4,20.0,3719.0,INCUMPLE,INCUMPLE,INCUMPLE,ROJO,1.0
DLPUE2034,DLPUE2034-190415,RIO NEXAPA 15,LÓTICO,42111,2015,24000.0,24000.0,11000.0,15.669,14.25,10.0,62.0,77.69,108.85,3.861,0.509,0.0155,15.181,19.551,19.042,0.5,1.73,1.78,1.699,1.571,50,0.284,820.48,1282.0,8.0,33.7,2.91,6.8,54.29,37.7,0.00075,0.0006505,0.0076,0.00010065,0.0146,0.0086,0.0005,424.0,28.7,23.1,3120.0,INCUMPLE,CUMPLE,INCUMPLE,ROJO,1.0
DLPUE2034,DLPUE2034-310515,RIO NEXAPA 15,LÓTICO,42153,2015,24000.0,24000.0,11000.0,4.222,3.772,15.5,130.0,97.04,464.75,1.075,0.074,0.358,6.392,7.899000000000001,7.467,0.5,7.07,9.03,1.411,1.319,40,0.208,365.44,571.0,7.8,42.6,3.79,0.95,2020.0,1504.0,0.0107,0.0072,0.1043,0.00010065,0.0893,0.0425,0.0005,384.0,22.1,20.2,,INCUMPLE,INCUMPLE,INCUMPLE,ROJO,1.0
DLPUE2034,DLPUE2034-260715,RIO NEXAPA 15,LÓTICO,42209,2015,24000.0,24000.0,11000.0,6.43,6.346,16.0,28.0,44.29,61.43,1.033,0.23,0.231,2.086,3.58,3.119,0.5,0.5,0.5,0.553,0.418,40,0.232,341.76,534.0,7.6,52.8,4.65,0.33,304.0,184.0,0.00075,0.0006505,0.0233,0.00010065,0.0244,0.0062,0.0005,242.0,24.9,21.3,,INCUMPLE,INCUMPLE,INCUMPLE,ROJO,1.0
DLPUE2034,DLPUE2034-200915,RIO NEXAPA 15,LÓTICO,42265,2015,24000.0,24000.0,11000.0,9.38,8.751,6.5,46.0,55.36,147.5,1.818,0.373,0.423,2.816,5.43,4.634,0.5,0.5,0.5,0.94,0.621,200,0.558,353.66400000000004,552.6,7.9,76.9,7.23,0.005,900.0,673.0,0.00075,0.0036,0.0447,0.00010065,0.0471,0.0097,0.0005,198.0,21.9,18.5,,INCUMPLE,INCUMPLE,INCUMPLE,ROJO,1.0
DLPUE2034,DLPUE2034-251015,RIO NEXAPA 15,LÓTICO,42307,2015,24000.0,24000.0,11000.0,7.941,7.926,19.0,64.0,41.03,277.14,0.00175,0.2,0.459,5.247,5.906,5.247,0.5,0.5,0.5,1.512,0.99,100,0.305,411.712,643.3,8.1,62.0,5.59,1.72,532.0,381.0,0.00075,0.0006505,0.0236,0.00010065,0.0351,0.0141,0.0005,225.72,22.6,19.0,,INCUMPLE,INCUMPLE,INCUMPLE,ROJO,1.0
DLPUE2034,DLPUE2034-060316,RIO NEXAPA 15,LÓTICO,42433,2016,2100.0,11000.0,1500.0,29.979,18.723,11.0,140.0,64.6,413.37,4.321,0.211,0.51,9.857,14.899,14.178,0.5,3.43,3.67,2.36,1.647,80,0.429,562.9440000000001,879.6,8.0,60.8,5.89,2.1,505.88,309.0,0.00075,0.0006505,0.0385,0.00010065,0.0331,0.0317,0.0005,310.0,17.2,16.9,,INCUMPLE,INCUMPLE,INCUMPLE,ROJO,1.0
DLPUE2034,DLPUE2034-240416,RIO NEXAPA 15,LÓTICO,42482,2016,2100.0,24000.0,930.0,8.9,6.732,6.33,55.0,,516.21,0.776,0.0025,0.041,6.055,6.872,6.8309999999999995,0.5,4.09,4.84,1.722,1.422,30,0.171,443.52,693.0,8.0,,,1.09,505.88,264.0,0.00075,0.0006505,0.0203,0.00010065,0.0312,0.0267,0.0005,252.0,15.8,17.3,,INCUMPLE,INCUMPLE,INCUMPLE,ROJO,1.0
DLPUE2034,DLPUE2034-190616,RIO NEXAPA 15,LÓTICO,42538,2016,24000.0,24000.0,930.0,8.632,6.655,3.89,43.33,43.12,73.89,5.262,0.54,0.296,4.903,11.001,10.165,0.5,0.5,0.5,1.662,1.151,40,0.17,579.2,905.0,8.2,68.5,6.24,0.6,505.0,300.0,0.00075,0.0006505,0.0264,0.00010065,0.0231,0.0073,0.0005,282.0,20.2,19.8,,INCUMPLE,INCUMPLE,INCUMPLE,ROJO,1.0
DLPUE2034,DLPUE2034-070816,RIO NEXAPA 15,LÓTICO,42587,2016,1500.0,24000.0,930.0,8.993,8.479,5.5,36.89,37.36,197.35,5.25,0.717,3.316,0.258,9.541,5.508,0.5,0.5,0.5,2.584,1.031,50,0.181,738.5600000000001,1154.0,8.5,70.7,6.48,0.88,147.37,82.3,0.00075,0.0006505,0.01645,0.00010065,0.01235,0.00077,0.0005,446.0,22.2,19.5,,INCUMPLE,CUMPLE,INCUMPLE,ROJO,1.0
DLPUE2034,DLPUE2034-180916,RIO NEXAPA 15,LÓTICO,42629,2016,24000.0,24000.0,24000.0,3.911,2.878,1.0,9.67,28.65,52.5,0.616,0.616,3.989,0.028,5.249,0.644,0.5,0.5,0.5,1.079,0.832,50,0.111,604.992,945.3,8.0,66.2,6.08,0.21,105.0,52.4,0.00075,0.0006505,0.00948,0.00010065,0.00643,0.00077,0.0005,310.0,21.9,19.4,2814.9,INCUMPLE,CUMPLE,INCUMPLE,ROJO,1.0
DLPUE2034,DLPUE2034-231016,RIO NEXAPA 15,LÓTICO,42663,2016,,2400.0,90.0,3.629,3.145,5.24,7.24,47.5,60.96,0.738,0.173,4.104,0.499,5.514,1.237,0.5,0.5,0.5,,1.254,40,0.096,627.84,981.0,8.0,50.1,4.43,0.21,,82.0,0.00075,0.0006505,0.01114,0.00010065,0.01546,0.00077,0.0005,352.0,25.8,20.5,1098.2,INCUMPLE,,CUMPLE,ROJO,1.0
DLPUE2034,DLPUE2034-050217,RIO NEXAPA 15,LÓTICO,42769,2017,24000.0,24000.0,24000.0,24.132,16.568,8.0,70.0,33.73,174.85,46.968,0.0025,1.713,9.033,57.714000000000006,56.001000000000005,0.5,4.08,3.21,2.227,1.498,60,0.301,959.36,1499.0,7.9,52.5,5.04,2.085,117.31,87.0,0.00075,0.0006505,0.0006,0.0007,0.00939,0.00077,0.0005,400.0,19.9,16.8,2919.8,INCUMPLE,CUMPLE,INCUMPLE,ROJO,1.0
DLPUE2034,DLPUE2034-260317,RIO NEXAPA 15,LÓTICO,42818,2017,24000.0,24000.0,24000.0,24.333,23.474,16.0,96.67,164.41,330.03,18.913,0.991,1.821,30.03,51.755,48.943,0.5,2.73,2.37,3.969,2.499,100,0.304,1043.84,1631.0,7.6,59.7,4.36,0.38,143.48,88.7,0.00075,0.0006505,0.00819,0.00010065,0.01464,0.00077,0.0005,436.0,27.5,21.2,3266.6,INCUMPLE,CUMPLE,INCUMPLE,ROJO,1.0
DLPUE2034,DLPUE2034-300417,RIO NEXAPA 15,LÓTICO,42853,2017,24000.0,24000.0,24000.0,11.49,1.987,7.33,54.0,57.03,175.59,0.00175,0.54,1.656,0.345,2.5409999999999995,0.345,0.5,1.8,1.9,3.122,2.648,100,0.251,871.6800000000001,1362.0,7.8,41.3,3.3,3.08,100.0,51.2,0.00075,0.0006505,0.0058,0.00010065,0.019,0.00852,0.0005,416.0,14.8,16.9,3037.2,INCUMPLE,CUMPLE,INCUMPLE,ROJO,1.0
DLPUE2034,DLPUE2034-040617,RIO NEXAPA 15,LÓTICO,42888,2017,24000.0,24000.0,24000.0,7.173,6.975,3.25,36.0,38.97,61.23,3.733,0.513,6.004,0.348,10.598,4.081,0.5,0.5,0.5,0.675,0.371,40,0.139,344.96,539.0,7.5,42.2,3.59,0.005,462.86,258.0,0.00075,0.0006505,0.0206,0.00010065,0.0211,0.01501,0.0005,206.0,23.9,18.9,,INCUMPLE,INCUMPLE,INCUMPLE,ROJO,1.0
DLPUE2034,DLPUE2034-230717,RIO NEXAPA 15,LÓTICO,42966,2017,24000.0,24000.0,24000.0,5.31,4.822,4.5,30.0,55.75,100.75,2.301,0.307,0.081,0.26,2.949,2.561,0.5,0.5,0.5,0.514,0.263,120,0.475,372.48,582.0,8.1,49.5,4.12,0.657,764.29,558.0,0.00075,0.0006505,0.02868,0.00010065,0.03137,0.01374,0.006,244.0,18.2,18.3,,INCUMPLE,INCUMPLE,INCUMPLE,ROJO,1.0
DLPUE2034,DLPUE2034-030917,RIO NEXAPA 15,LÓTICO,43000,2017,24000.0,24000.0,24000.0,5.889,5.774,1.0,11.67,56.69,85.13,1.491,0.704,5.218,0.085,7.498,1.576,0.5,0.5,0.5,0.859,0.692,80,0.148,392.96,614.0,8.5,58.7,5.0,0.06,608.11,425.0,0.00075,0.0006505,0.02237,0.00010065,0.02403,0.00077,0.0005,302.0,25.9,20.5,,INCUMPLE,INCUMPLE,INCUMPLE,ROJO,1.0
DLPUE2034,DLPUE2034-140118,RIO NEXAPA 15,LÓTICO,43112,2018,4600.0,11000.0,2400.0,51.577,37.265,35.0,60.0,69.71,380.42,1.743,0.705,5.683,1.218,9.349,2.9610000000000003,0.5,0.5,0.5,2.97,0.919,80,0.151,742.4,1160.0,8.1,27.8,3.19,1.864,163.64,87.8,0.00075,0.0006505,0.11412,0.00010065,0.01578,0.00532,0.0005,418.0,26.3,18.8,6167.1,INCUMPLE,INCUMPLE,INCUMPLE,ROJO,1.0
DLPUE2034,DLPUE2034-250218,RIO NEXAPA 15,LÓTICO,43154,2018,24000.0,24000.0,24000.0,30.758,22.865,11.0,90.0,68.9,268.3,4.025,0.915,1.778,4.788,11.506,8.813,0.5,0.5,0.5,3.334,2.914,60,0.069,732.8000000000001,1145.0,8.1,30.0,2.73,2.854,138.81,62.4,0.00075,0.0006505,0.01418,0.00010065,0.06545,0.00565,0.008,194.0,25.4,20.0,5587.0,INCUMPLE,CUMPLE,INCUMPLE,ROJO,1.0
DLPUE2034,DLPUE2034-010418,RIO NEXAPA 15,LÓTICO,43196,2018,24000.0,24000.0,24000.0,2.657,2.57,1.0,4.0,26.14,27.12,0.503,1.103,11.848,0.002,13.456,0.505,0.5,0.5,0.5,1.153,0.465,5,0.096,648.96,1014.0,8.1,47.8,3.51,0.29,17.0,7.49,0.00075,0.0006505,0.01339,0.00010065,0.00696,0.00077,0.0005,388.0,24.2,19.8,2728.9,CUMPLE,CUMPLE,INCUMPLE,AMARILLO,0.0
DLPUE2034,DLPUE2034-270518,RIO NEXAPA 15,LÓTICO,43245,2018,24000.0,24000.0,24000.0,60.758,57.197,6.0,36.0,65.45,128.9,11.249,1.135,3.244,0.704,16.332,11.953,0.5,0.5,0.5,1.133,1.099,40,0.915,684.16,1069.0,8.1,50.1,3.86,1.113,117.72,59.6,0.00075,0.0006505,0.01398,0.00096,0.01629,0.00077,0.0005,348.0,27.9,22.6,6179.6,INCUMPLE,CUMPLE,INCUMPLE,ROJO,1.0
DLPUE2034,DLPUE2034-110819,RIO NEXAPA 15,LÓTICO,43688,2019,241960.0,241960.0,241960.0,6.858,6.858,13.1,101.0,17.64,115.78,1.851673,0.684889,2.372284,7.14586,12.054706,8.997533,0.5,0.5,,2.11255,0.58958,120,0.254,267.52,418.0,7.9,92.9,7.41,0.299,277.78,200.0,0.00075,0.0006505,0.0553,0.00010065,0.0459,0.00077,0.0023,170.195,26.0,19.1,,INCUMPLE,INCUMPLE,INCUMPLE,ROJO,1.0
DLPUE2035,DLPUE2035-251112,RIO NEXAPA 14,LÓTICO,41226,2012,2400.0,2400.0,210.0,10.31,,12.5,36.0,53.6,221.75,2.072,0.0025,0.263,1.6799999999999995,4.015,3.752,0.5,0.5,0.5,3.196,9.779,5,0.0317,727.2,1136.25,7.88,79.0,2.0,,146.0,1.25,0.01,0.015,0.0006,0.00010065,0.176,0.199,,,25.0,21.0,149.8,INCUMPLE,CUMPLE,CUMPLE,ROJO,1.0
DLPUE2035,DLPUE2035-281012,RIO NEXAPA 14,LÓTICO,41258,2012,2400.0,2400.0,11.0,1.45,1.45,47.143,93.333,68.65,136.75,12.5,0.016,0.113,6.899999999999999,19.528999999999996,19.4,0.5,0.5,0.5,1.564,4.785,<5,0.0045,632.0,987.5,7.0,40.0,2.0,,92.0,4.0,0.00075,0.011,0.0006,0.00010065,0.00021,0.00077,,380.24,23.0,19.3,161.3,INCUMPLE,CUMPLE,CUMPLE,ROJO,1.0
DLPUE2035,DLPUE2035-161212,RIO NEXAPA 14,LÓTICO,41278,2013,2400.0,2400.0,75.0,26.336,19.18,35.0,180.0,38.65,244.25,0.00175,0.022,0.054,0.0,0.076,0.00175,0.5,0.5,0.5,3.19,9.762,40,0.0045,875.52,1368.0,8.1,80.0,3.0,,27.0,14.6,0.009,0.013,0.0006,0.00010065,0.00021,0.00077,,473.22,28.0,24.0,129.3,INCUMPLE,CUMPLE,CUMPLE,ROJO,1.0
DLPUE2035,DLPUE2035-100313,RIO NEXAPA 14,LÓTICO,41341,2013,1500.0,2100.0,1200.0,22.639,19.533,,50.0,,120.528,1.986,0.022,0.13,2.73,4.868,4.716,0.5,0.5,,3.419,2.954,60,0.0045,1039.36,1624.0,8.05,36.0,3.5,,52.0,18.4,0.00075,0.0006505,0.0006,0.00010065,0.00021,0.00077,,460.0,22.3,19.2,3343.208,INCUMPLE,CUMPLE,INCUMPLE,ROJO,1.0
DLPUE2035,DLPUE2035-210413,RIO NEXAPA 14,LÓTICO,41383,2013,1400.0,2100.0,700.0,15.64,3.689,,300.0,,385.728,1.573,0.108,0.529,23.426,25.636,24.999,0.5,0.5,,10.334,4.401,50,0.271,1064.96,1664.0,7.88,75.0,6.8,,35.0,70.0,0.00075,0.0006505,0.0006,0.00010065,0.00021,0.00077,,400.0,17.1,18.8,2496.9,INCUMPLE,CUMPLE,CUMPLE,ROJO,1.0
DLPUE2035,DLPUE2035-090613,RIO NEXAPA 14,LÓTICO,41432,2013,24000.0,24000.0,24000.0,12.574,5.73,50.0,100.0,91.264,158.72,9.759,0.021,0.671,9.66,20.111,19.419,0.5,0.5,,3.122,1.384,200,0.064,474.24,741.0,7.83,68.0,6.4,,1035.0,1000.0,0.00075,0.0006,0.0222,0.00010065,0.0285,0.00077,,300.0,17.3,21.9,5916.0,INCUMPLE,INCUMPLE,INCUMPLE,ROJO,1.0
DLPUE2035,DLPUE2035-040813,RIO NEXAPA 14,LÓTICO,41486,2013,460.0,1100.0,210.0,46.479,12.054,,310.0,,600.32,6.575,0.098,1.587,0.0,8.26,6.575,0.5,0.5,,1.799,0.261,30,0.05,620.8000000000001,970.0,7.95,40.0,3.5,,3560.0,3120.0,0.00075,0.005,0.092,0.00010065,0.054,0.11,,625.0,28.0,23.6,1527.0,INCUMPLE,INCUMPLE,CUMPLE,ROJO,1.0
DLPUE2035,DLPUE2035-080913,RIO NEXAPA 14,LÓTICO,41522,2013,2400.0,2400.0,1100.0,8.014,6.823,10.33,29.0,30.0,48.0,0.193,1.243,2.055,0.0,3.4910000000000005,0.193,0.5,0.5,,0.977,0.145,50,0.104,407.68,637.0,7.41,53.0,4.9,,402.0,235.0,0.00075,0.0006505,0.02,0.00066,0.024,0.011,,225.0,23.6,20.6,9870.4,INCUMPLE,INCUMPLE,INCUMPLE,ROJO,1.0
DLPUE2035,DLPUE2035-290913,RIO NEXAPA 14,LÓTICO,41544,2013,90.0,110.0,70.0,8.29,6.469,7.0,11.0,99.6,159.36,0.051,0.332,1.88,1.456,3.719,1.507,0.5,0.5,,0.435,0.677,100,0.151,351.36,549.0,7.64,62.0,5.4,,495.0,321.0,0.00075,0.0006505,0.023,0.00010065,0.004,0.012,,410.0,22.3,18.9,27058.1,INCUMPLE,INCUMPLE,CUMPLE,ROJO,1.0
DLPUE2035,DLPUE2035-230214,RIO NEXAPA 14,LÓTICO,41690,2014,24000.0,24000.0,24000.0,28.743,20.072,56.0,85.0,161.5,316.5,1.464,0.551,0.22,17.173,19.408,18.636999999999997,0.5,5.14,5.49,4.11,2.217,20,0.433,920.32,1438.0,8.22,44.1,3.23,1.014,253.33,97.7,0.008,0.0032,0.0006,0.0005,0.00021,0.00077,0.0005,440.55,24.5,18.1,3609.0,INCUMPLE,INCUMPLE,INCUMPLE,ROJO,1.0
DLPUE2035,DLPUE2035-060414,RIO NEXAPA 14,LÓTICO,41732,2014,24000.0,24000.0,11000.0,18.49,17.165,12.0,39.0,98.33,154.0,5.465,0.767,0.253,17.173,23.658,22.638,0.5,0.5,0.5,3.602,2.411,50,0.503,924.8,1445.0,8.2,55.0,3.8,1.931,72.0,5.97,0.00075,0.0006505,0.0114,0.00010065,0.1116,0.0114,0.0005,482.2,25.9,22.4,2578.0,INCUMPLE,CUMPLE,INCUMPLE,ROJO,1.0
DLPUE2035,DLPUE2035-250514,RIO NEXAPA 14,LÓTICO,41773,2014,24000.0,24000.0,930.0,28.593,10.219,66.0,110.0,239.0,359.0,4.251,0.059,0.046,4.058,8.414000000000001,8.309000000000001,0.5,0.5,0.5,2.378,1.27,40,0.265,577.28,902.0,7.9,47.0,4.2,0.617,282.2,95.8,0.006,0.0006505,0.013,0.00010065,0.0263,0.0254,0.0005,302.0,26.4,21.9,2068.0,INCUMPLE,INCUMPLE,INCUMPLE,ROJO,1.0
DLPUE2035,DLPUE2035-290614,RIO NEXAPA 14,LÓTICO,41816,2014,24000.0,24000.0,11000.0,13.672,6.417,19.3,26.0,161.5,241.5,0.357,0.497,0.26,1.296,2.41,1.653,0.5,0.5,0.5,0.806,0.622,60,0.371,379.264,592.6,8.2,60.0,4.8,0.246,29.0,230.0,0.00075,0.0006505,0.0179,0.00010065,0.0179,0.0088,0.0005,228.0,23.9,21.0,10329.0,INCUMPLE,CUMPLE,INCUMPLE,ROJO,1.0
DLPUE2035,DLPUE2035-240814,RIO NEXAPA 14,LÓTICO,41850,2014,24000.0,24000.0,930.0,51.156,7.209,7.5,16.7,68.27,104.04,2.781,0.692,0.095,2.396,5.964,5.177,0.5,0.5,0.5,0.722,0.523,50,0.209,442.88,692.0,8.0,56.0,4.1,0.246,384.0,260.0,0.00075,0.0006505,0.0224,0.00010065,0.017,0.0415,0.0005,264.0,26.5,21.5,4051.0,INCUMPLE,INCUMPLE,INCUMPLE,ROJO,1.0
DLPUE2035,DLPUE2035-280914,RIO NEXAPA 14,LÓTICO,41907,2014,24000.0,24000.0,11000.0,60.705,25.314,7.0,33.0,35.92,67.85,2.025,0.783,0.544,2.688,6.04,4.713,0.5,0.5,0.5,0.778,0.506,10,0.198,449.92,703.0,7.6,71.5,6.0,0.059,230.0,143.0,0.00075,0.0006505,0.0052,0.0007,0.0059,0.0051,0.006,231.7,20.8,18.9,5947.0,INCUMPLE,INCUMPLE,INCUMPLE,ROJO,1.0
DLPUE2035,DLPUE2035-010315,RIO NEXAPA 14,LÓTICO,42062,2015,24000.0,24000.0,4600.0,18.419,17.13,72.5,106.67,158.0,201.33,22.961,0.034,0.221,18.526,41.742,41.486999999999995,0.5,1.44,1.3,0.99,0.912,30,0.401,789.76,1234.0,8.2,53.0,3.5,3.36,145.0,82.4,0.00075,0.0006505,0.011,0.0005,0.0149,0.00077,0.0005,446.0,24.1,18.4,3140.0,INCUMPLE,CUMPLE,INCUMPLE,ROJO,1.0
DLPUE2035,DLPUE2035-190415,RIO NEXAPA 14,LÓTICO,42111,2015,24000.0,24000.0,11000.0,13.916,12.064,15.5,52.0,93.85,101.15,4.303,0.584,0.0155,16.077,20.964,20.380000000000003,0.5,0.5,0.5,1.672,1.504,50,0.253,829.44,1296.0,8.1,35.4,3.19,4.3,42.5,23.8,0.00075,0.0006505,0.0185,0.00010065,0.0174,0.0057,0.0005,422.0,25.4,20.5,3582.0,INCUMPLE,CUMPLE,INCUMPLE,ROJO,1.0
DLPUE2035,DLPUE2035-310515,RIO NEXAPA 14,LÓTICO,42153,2015,24000.0,24000.0,11000.0,3.683,2.868,7.25,35.0,67.04,184.19,1.087,0.058,0.357,3.383,4.885,4.47,0.5,0.5,0.5,0.597,0.388,20,0.156,301.824,471.6,8.1,53.1,4.93,0.84,540.0,398.0,0.00075,0.0006505,0.0144,0.0008,0.005,0.00077,0.0005,308.0,20.9,18.7,7103.0,INCUMPLE,INCUMPLE,INCUMPLE,ROJO,1.0
DLPUE2035,DLPUE2035-260715,RIO NEXAPA 14,LÓTICO,42208,2015,24000.0,24000.0,11000.0,4.708,3.968,8.33,36.0,24.64,85.36,0.049,0.0025,0.039,1.611,1.699,1.66,0.5,0.5,0.5,0.746,0.61,80,0.286,376.32,588.0,8.0,64.7,5.2,0.21,525.0,339.0,0.00075,0.0006505,0.0329,0.00010065,0.0331,0.0112,0.0005,212.0,25.4,21.8,7010.0,INCUMPLE,INCUMPLE,INCUMPLE,ROJO,1.0
DLPUE2035,DLPUE2035-200915,RIO NEXAPA 14,LÓTICO,42261,2015,24000.0,24000.0,11000.0,6.932,6.617,12.0,32.0,34.64,84.29,1.257,0.237,0.465,3.82,5.779,5.077,0.5,0.5,0.5,0.618,0.455,40,0.177,500.48,782.0,7.4,81.1,6.13,0.17,273.33,174.0,0.00075,0.0006505,0.0171,0.00010065,0.0167,0.008,0.0005,244.0,25.6,21.8,4862.0,INCUMPLE,INCUMPLE,INCUMPLE,ROJO,1.0
DLPUE2035,DLPUE2035-251015,RIO NEXAPA 14,LÓTICO,42303,2015,24000.0,24000.0,11000.0,8.583,8.281,24.67,54.0,68.37,121.37,3.259,0.194,0.436,6.747,10.636,10.006,0.5,0.5,0.5,0.892,0.514,60,0.271,479.36,749.0,7.8,61.6,5.35,1.15,102.0,78.7,0.00075,0.0006505,0.0069,0.00010065,0.0086,0.00077,0.0005,282.0,27.9,20.3,2364.0,INCUMPLE,CUMPLE,INCUMPLE,ROJO,1.0
DLPUE2035,DLPUE2035-060316,RIO NEXAPA 14,LÓTICO,42433,2016,4600.0,4600.0,210.0,27.612,14.143,10.0,155.0,67.93,223.37,3.796,0.251,0.56,11.257,15.864,15.053,0.5,3.36,3.14,1.727,1.487,60,0.18,636.544,994.6,8.1,65.1,5.98,1.95,488.24,283.0,0.00075,0.0006505,0.0184,0.00010065,0.0143,0.0298,0.0005,334.0,14.7,16.8,5559.6,INCUMPLE,INCUMPLE,CUMPLE,ROJO,1.0
DLPUE2035,DLPUE2035-240416,RIO NEXAPA 14,LÓTICO,42479,2016,930.0,930.0,90.0,21.158,15.876,6.2,68.0,93.64,305.86,8.635,0.673,0.229,20.507,30.044,29.142000000000003,0.5,1.75,1.86,1.086,0.19,150,0.261,1071.744,1674.6,8.1,54.6,4.77,3.15,137.74,72.1,0.00075,0.0006505,0.0083,0.00010065,0.0179,0.0127,0.0005,476.0,28.1,21.9,3556.0,INCUMPLE,CUMPLE,CUMPLE,ROJO,1.0
DLPUE2035,DLPUE2035-190616,RIO NEXAPA 14,LÓTICO,42538,2016,24000.0,24000.0,90.0,7.366,6.487,1.0,35.67,29.27,75.81,3.464,0.232,0.345,3.203,7.244,6.667,0.5,0.5,0.5,0.645,0.143,20,0.176,496.64,776.0,8.3,53.6,5.27,0.58,426.67,242.0,0.00075,0.0006505,0.0205,0.00010065,0.025,0.0116,0.0005,240.0,24.6,21.9,7246.4,INCUMPLE,INCUMPLE,CUMPLE,ROJO,1.0
DLPUE2035,DLPUE2035-070816,RIO NEXAPA 14,LÓTICO,42587,2016,24000.0,24000.0,11000.0,9.397,9.172,6.75,48.0,34.18,211.14,0.581,0.678,3.681,8.14,13.08,8.721,0.5,2.17,2.73,2.891,0.45,50,0.198,747.264,1167.6,8.4,63.5,5.62,0.98,179.63,101.0,0.00075,0.0006505,0.01686,0.00010065,0.01122,0.00077,0.0005,312.0,25.7,21.3,5323.6,INCUMPLE,INCUMPLE,INCUMPLE,ROJO,1.0
DLPUE2035,DLPUE2035-180916,RIO NEXAPA 14,LÓTICO,42629,2016,24000.0,24000.0,24000.0,4.172,3.33,1.0,13.89,26.35,58.27,0.872,0.694,3.612,0.064,5.242,0.936,0.5,0.5,0.5,1.091,0.881,40,0.094,521.6,815.0,8.1,64.1,5.74,0.33,55.0,33.7,0.00075,0.0006505,0.00577,0.00010065,0.00472,0.00077,0.0005,266.0,21.9,20.6,2529.8,INCUMPLE,CUMPLE,INCUMPLE,ROJO,1.0
DLPUE2035,DLPUE2035-231016,RIO NEXAPA 14,LÓTICO,42663,2016,2100.0,24000.0,1500.0,3.961,3.898,6.24,9.24,27.89,50.58,1.798,0.166,2.988,0.65,5.602,2.448,0.5,0.5,0.5,0.813,0.633,20,0.092,599.04,936.0,8.0,49.7,4.34,0.34,16.0,15.3,0.00075,0.0006505,0.01084,0.00010065,0.01178,0.00077,0.0005,352.0,26.7,20.7,1391.1,INCUMPLE,CUMPLE,INCUMPLE,ROJO,1.0
DLPUE2035,DLPUE2035-050217,RIO NEXAPA 14,LÓTICO,42769,2017,24000.0,24000.0,24000.0,23.295,17.222,9.0,63.33,42.96,177.88,12.107,0.0025,2.948,15.857,30.912,27.964,0.5,1.69,1.28,2.834,0.342,60,0.302,946.56,1479.0,7.9,44.2,4.1,3.496,104.65,70.8,0.00075,0.0006505,0.00561,0.00010065,0.01004,0.00077,0.0005,466.0,24.5,18.9,2123.8,INCUMPLE,CUMPLE,INCUMPLE,ROJO,1.0
DLPUE2035,DLPUE2035-260317,RIO NEXAPA 14,LÓTICO,42818,2017,24000.0,24000.0,24000.0,22.278,22.237,14.0,90.0,167.53,217.53,19.813,0.71,2.321,25.544,48.388000000000005,45.357,0.5,2.05,1.8,3.598,2.232,100,0.263,1011.2,1580.0,7.6,40.0,3.0,1.9,106.56,77.2,0.00075,0.0006505,0.00681,0.00010065,0.01367,0.00077,0.0005,460.0,26.2,19.9,2731.9,INCUMPLE,CUMPLE,INCUMPLE,ROJO,1.0
