CLAVE SITIO,CLAVE DE MONITOREO,NOMBRE DEL SITIO,TIPO CUERPO DE AGUA,FECHA REALIZACIÓN,Año,COLI_FEC,COLI_TOT,E_COLI,COT,COT_SOL,DBO_SOL,DBO_TOT,DQO_SOL,DQO_TOT,N_NH3,N_NO2,N_NO3,N_ORG,N_TOT,N_TOTK,TOX_D_48_UT,TOX_V_15_UT,TOX_V_5_UT,P_TOT,ORTO_PO4,COLOR_VER,ABS_UV,SDT,CONDUC_CAMPO,pH_CAMPO,OD_%,OD_mg/L,SAAM,SST,TURBIEDAD,AS_TOT,CD_TOT,CR_TOT,HG_TOT,NI_TOT,PB_TOT,CN_TOT,DUR_TOT,TEMP_AMB,TEMP_AGUA,CAUDAL,DQO_ESTADO,SST_ESTADO,EC_ESTADO,SEMAFORO,y
DLPUE0001RNL21,DLPUE0001RNL21-100221,"CUERPO DE AGUA SUPERFICIAL, EN APOYO A PROCEDIMIENTO FISCALIA DEL ESTADO Y UNIDAD JURIDICA 1",LÓTICO,44237,2021,930.0,4600.0,,,,,1.0,,5.0,0.01,0.0105,6.13,0.01,6.13,0.01,,,,0.0035,,,,,2744.0,7.47,,,,15.0,,,,,,,,,158.99,32.0,26.0,,CUMPLE,CUMPLE,,,
DLPUE0002RNL,DLPUE0002RNL-280223,P2 LAGUNA DE SAN JUAN EPATLAN (EN DIRECCION A LA DESCARGA DE LA PTAR DEL MUNICIPIO DE XOCHILTEPEC),LÉNTICO,44985,2023,430.0,430.0,,,,,42.1,,72.61,0.003,0.005,0.25,0.5,0.25,0.5,,,,,0.075,,,722.0,1150.0,8.51,,6.86,0.03,22.0,8.1,,,,,,,,397.53,30.0,27.0,,INCUMPLE,CUMPLE,,ROJO,1.0
DLPUE0002RNL21,DLPUE0002RNL21-100221,"CUERPO DE AGUA SUPERFICIAL, EN APOYO A PROCEDIMIENTO FISCALIA DEL ESTADO Y UNIDAD JURIDICA 2",LÓTICO,44237,2021,4600.0,11000.0,,,,,1.0,,5.0,0.01,0.0105,5.47,0.01,5.47,0.01,,,,0.0035,,,,,2828.0,7.59,,,,15.0,,,,,,,,,,32.0,25.0,,CUMPLE,CUMPLE,,,
DLPUE0003RNL21,DLPUE0003RNL21-270421,"RIO NEXAPA  (PUENTE DE PUCTLA, AGUAS ARRIBA DE LA DESCARGA DE LA PTAR DE IZUCAR DE MATAMOROS)  ",LÓTICO,44313,2021,9300000.0,,,,,,,,,,,,,,,,,,,,,,,1565.0,7.95,,1.48,,,39.0,,,,,,,,518.63,32.0,26.0,,,,,,
DLPUE0004RNL21,DLPUE0004RNL21-270421,BARRANCA AGUA ESCONDIDA,LÓTICO,44313,2021,24000.0,,,,,,,,,,,,,,,,,,,,,,,835.0,7.49,,5.39,,,1.25,,,,,,,,310.42,30.0,26.0,,,,,,
DLPUE0004RNL21,DLPUE0004RNL21-070323,BARRANCA AGUA ESCONDIDA,LÓTICO,44992,2023,,,,,,,,,,,,,,,,,4.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DLPUE0006RNL21,DLPUE0006RNL21-10621,"RIO AGUA FRIA, AGUAS ARRIBA DEL DERRAME",LÓTICO,44348,2021,,,,,,,,,,,,,,,,,,,,,,,,248.0,8.03,,,,,,,,,,,,,,32.0,31.0,,,,,,
DLPUE0007RNL21,DLPUE0007RNL21-10621,"RIO AGUA FRIA, EN EL SITIO DEL DERRAME",LÓTICO,44348,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DLPUE0008RNL21,DLPUE0008RNL21-90621,ARROYO METLAPANAPA 1,LÓTICO,44356,2021,,,,,,,,,,,,,,,,,,,,,,,,247.0,8.11,,,,,,,,,,,,,,20.0,19.0,,,,,,
DLPUE0009RNL,DLPUE0009RNL-70322,EL TUNEL (MUESTRA MONITOREO CIUDADANO PROYECTO A 406),LÓTICO,44627,2022,700.0,1500.0,,,,,,,,,,,,,,,,,,,,,574.08,897.0,6.76,,2.63,,,5.9,,,,,,,,310.33,26.0,27.0,,,,,,
DLPUE0009RNL,DLPUE0009RNL-80322,EL TUNEL (MUESTRA MONITOREO CIUDADANO PROYECTO A 406),LÓTICO,44628,2022,2100000.0,2100000.0,,,,,,,,,,,,,,,,,,,,,970.24,1516.0,7.91,,3.23,,,19.7,,,,,,,,476.72,26.0,22.0,,,,,,
DLPUE0009RNL,DLPUE0009RNL-40722,EL TUNEL (MUESTRA MONITOREO CIUDADANO PROYECTO A 406),LÓTICO,44746,2022,2100.0,15000.0,,,,,,,,,,,,,,,,,,,,,571.52,893.0,6.74,,3.46,,,3.7,,,,,,,,382.8,26.0,24.0,,,,,,
DLPUE0009RNL,DLPUE0009RNL-50722,EL TUNEL (MUESTRA MONITOREO CIUDADANO PROYECTO A 406),LÓTICO,44747,2022,230000.0,230000.0,,,,,,,,,,,,,,,,,,,,,831.36,1299.0,7.77,,4.27,,,24.0,,,,,,,,408.57,25.0,22.0,,,,,,
DLPUE0009RNL,DLPUE0009RNL-71122,EL TUNEL (MUESTRA MONITOREO CIUDADANO PROYECTO A 406),LÓTICO,44872,2022,900.0,900.0,,,,,,,,,,,,,,,,,,,,,590.08,922.0,7.0,,2.27,,,10.1,,,,,,,,373.6,29.0,26.0,,,,,,
DLPUE0009RNL,DLPUE0009RNL-81122,EL TUNEL (MUESTRA MONITOREO CIUDADANO PROYECTO A 406),LÓTICO,44873,2022,900000.0,900000.0,,,,,,,,,,,,,,,,,,,,,832.64,1301.0,7.57,,3.56,,,11.0,,,,,,,,428.81,23.0,21.0,,,,,,
DLPUE0009RNL21,DLPUE0009RNL21-90621,ARROYO METLAPANAPA 2,LÓTICO,44356,2021,,,,,,,,,,,,,,,,,,,,,,,,352.0,7.96,,,,,,,,,,,,,,21.0,20.0,,,,,,
DLPUE0009RNL22,DLPUE0009RNL22-070323,EL TUNEL (MUESTRA MONITOREO CIUDADANO PROYECTO A 406),LÓTICO,44992,2023,,,,,,,,,,,,,,,,,7.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DLPUE0010RNL,DLPUE0010RNL-70322,BARRANCA AGUA ESCONDIDA (MUESTRA MONITOREO CIUDADANO PROYECTO A 406),LÓTICO,44627,2022,15000.0,43000.0,,,,,,,,,,,,,,,,,,,,,510.72,798.0,7.49,,5.25,,,6.6,,,,,,,,304.72,33.0,25.0,,,,,,
DLPUE0010RNL,DLPUE0010RNL-40722,BARRANCA AGUA ESCONDIDA (MUESTRA MONITOREO CIUDADANO PROYECTO A 406),LÓTICO,44746,2022,15000.0,240000.0,,,,,,,,,,,,,,,,,,,,,554.88,867.0,7.22,,3.66,,,6.0,,,,,,,,368.08,30.0,24.0,,,,,,
DLPUE0010RNL,DLPUE0010RNL-71122,BARRANCA AGUA ESCONDIDA (MUESTRA MONITOREO CIUDADANO PROYECTO A 406),LÓTICO,44872,2022,430000.0,430000.0,,,,,,,,,,,,,,,,,,,,,511.36,799.0,7.28,,5.48,,,5.5,,,,,,,,189.56,31.0,25.0,,,,,,
DLPUE0010RNL21,DLPUE0010RNL21-90621,ARROYO METLAPANAPA 3,LÓTICO,44356,2021,,,,,,,,,,,,,,,,,,,,,,,,745.0,7.82,,,,,,,,,,,,,,25.0,21.0,,,,,,
DLPUE0014RNL,DLPUE0014RNL-160523,LAGUNA DE CHIGNAHUAPAN,LÉNTICO,45062,2023,430.0,,,,,,,,10.0,0.003,0.005,0.53,0.5,0.53,0.5,,,,,,,,,,7.51,,,,8.0,,,,,,,,,,22.0,20.0,,CUMPLE,CUMPLE,,,
DLPUE0015RNL,DLPUE0015RNL-260523,MANANTIAL  ALMOLOYA EN TOCHIMILCO,LÓTICO,45072,2023,,,,,,,,,,,,,,,,,,,,,,,164.0,,,,,,,,,,,,,,,36.81,,,,,,,,
DLPUE0016RNL,DLPUE0016RNL-260523,MANANTIAL AGUA DE LA MAQUINA EN TOCHIMILCO,LÓTICO,45072,2023,,,,,,,,,,,,,,,,,,,,,,,145.0,,,,,,,,,,,,,,,38.65,,,,,,,,
DLPUE0017RNL,DLPUE0017RNL-260523,MANANTIAL EL ARCO EN TOCHIMILCO,LÓTICO,45072,2023,,,,,,,,,,,,,,,,,,,,,,,164.0,,,,,,,,,,,,,,,42.33,,,,,,,,
DLPUE0018RNL,DLPUE0018RNL-310523,MANANTIAL AXOMOL,LÓTICO,45077,2023,23.0,39.0,,2.155,,,,,10.0,0.003,0.005,0.35,0.5,0.35,0.5,,,,,,,,,56.3,6.9,,8.4,0.03,8.0,,,,,,,,,20.24,20.0,16.0,,CUMPLE,CUMPLE,,,
DLPUE0028RNL,DLPUE0028RNL-030723,CONFLUENCIA,LÓTICO,45110,2023,24000000.0,24000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DLPUE0030RNL,DLPUE2036-070622,RED PRIMARIA Y SECUNDARIA DE AGUAS SUPERFICIALES NEXAPA LAS FAJANAS,LÓTICO,44719,2022,23000000.0,23000000.0,,,,,60.2,,162.83,16.97,0.655,3.32,6.38,27.325,23.35,,,,5.1,3.59,80,,883.22,1416.0,7.99,,5.08,0.75,117.78,39.0,,,,,,,,395.69,23.0,31.0,,INCUMPLE,CUMPLE,,ROJO,1.0
DLPUE1975M1,DLPUE1975M1-270316,ARROYO ZAPATERO,LÓTICO,42450,2016,2100.0,11000.0,280.0,79.445,67.437,103.33,213.33,216.21,688.62,1.211,0.0025,0.067,50.567,51.845,51.778,1.67,1.96,2.01,4.56,4.116,250,0.426,1280.0,2000.0,8.1,5.0,0.5,10.9,120.0,114.0,0.00075,0.0006505,0.0006,0.00010065,0.00021,0.00077,0.0005,490.0,14.7,15.0,9.3,INCUMPLE,CUMPLE,CUMPLE,ROJO,1.0
DLPUE1975M1,DLPUE1975M1-240416,ARROYO ZAPATERO,LÓTICO,42481,2016,24000.0,24000.0,2100.0,92.438,61.605,86.67,193.33,371.38,543.79,1.692,0.054,0.094,25.616,27.456,27.308,0.5,4.46,4.3,5.029,4.196,250,0.513,721.92,1128.0,8.1,5.0,0.5,13.0,182.35,167.0,0.00075,0.0006505,0.009,0.00010065,0.0319,0.0601,0.0005,362.34,24.3,22.6,65.0,INCUMPLE,INCUMPLE,INCUMPLE,ROJO,1.0
DLPUE1975M1,DLPUE1975M1-050616,ARROYO ZAPATERO,LÓTICO,42524,2016,24000.0,24000.0,4600.0,144.394,84.232,106.67,210.56,131.19,402.41,6.8,0.0025,0.277,7.493,14.57,14.293,1.49,4.34,5.81,4.927,4.616,250,0.548,935.68,1462.0,7.7,5.0,0.5,10.2,195.83,210.0,0.00075,0.0006505,0.0106,0.00010065,0.0149,0.00077,0.0005,420.0,25.2,23.7,24.4,INCUMPLE,INCUMPLE,INCUMPLE,ROJO,1.0
DLPUE1975M1,DLPUE1975M1-240716,ARROYO ZAPATERO,LÓTICO,42572,2016,24000.0,24000.0,2400.0,59.129,42.872,91.67,186.67,457.59,833.45,48.143,0.123,0.581,2.373,51.22,50.516,1.26,3.28,3.15,4.613,2.695,150,0.324,1084.16,1694.0,7.3,5.0,0.5,7.0,583.33,462.0,0.0138,0.0006505,0.03721,0.00010065,0.02146,0.00585,0.0005,576.0,26.0,23.6,127.9,INCUMPLE,INCUMPLE,INCUMPLE,ROJO,1.0
DLPUE1975M1,DLPUE1975M1-280816,ARROYO ZAPATERO,LÓTICO,42607,2016,24000.0,24000.0,4600.0,89.452,69.948,137.22,320.0,394.17,791.31,40.735,0.251,0.728,13.488,55.202,54.223,2.46,6.3,3.39,9.072,4.388,400,0.557,1103.36,1724.0,8.8,5.0,0.5,12.5,180.95,214.0,0.00075,0.0006505,0.00814,0.00010065,0.00783,0.00077,0.0005,416.0,26.4,21.9,63.3,INCUMPLE,INCUMPLE,INCUMPLE,ROJO,1.0
DLPUE1975M1,DLPUE1975M1-021016,ARROYO ZAPATERO,LÓTICO,42641,2016,24000.0,24000.0,2400.0,110.08,57.3,100.0,201.67,162.88,297.03,29.314,0.264,0.199,21.668,51.445,50.982,1.25,3.09,3.02,3.435,1.186,250,0.442,885.12,1383.0,8.3,5.0,0.5,5.5,142.5,135.0,0.00075,0.0006505,0.00944,0.00010065,0.00508,0.00077,0.0005,360.0,25.1,21.1,63.5,INCUMPLE,CUMPLE,INCUMPLE,ROJO,1.0
DLPUE1975M1,DLPUE1975M1-120217,ARROYO ZAPATERO,LÓTICO,42775,2017,11000.0,24000.0,4600.0,229.9,99.022,,,432.42,544.54,43.599,0.0025,0.049,51.756,95.404,95.355,1.62,3.16,3.03,13.194,5.603,200,0.349,1230.08,1922.0,8.2,5.0,0.5,9.8,179.41,243.0,0.00075,0.0006505,0.00635,0.0006,0.00677,0.00077,0.0005,484.0,26.4,19.3,31.4,INCUMPLE,INCUMPLE,INCUMPLE,ROJO,1.0
DLPUE1975M1,DLPUE1975M1-020417,ARROYO ZAPATERO,LÓTICO,42821,2017,24000.0,24000.0,24000.0,83.271,56.862,66.67,186.67,161.28,551.91,50.255,0.0025,1.195,53.032,104.482,103.287,1.21,5.02,5.09,10.85,6.026,200,0.412,1170.944,1829.6,7.4,5.0,0.5,5.8,277.78,278.0,0.0051,0.0006505,0.00737,0.00010065,0.00789,0.00077,0.0005,596.0,22.7,19.0,11.7,INCUMPLE,INCUMPLE,INCUMPLE,ROJO,1.0
DLPUE1975M1,DLPUE1975M1-140517,ARROYO ZAPATERO,LÓTICO,42863,2017,24000.0,24000.0,24000.0,47.768,36.074,46.67,153.33,216.13,337.76,63.9,0.059,0.059,54.634,118.652,118.534,1.53,1.85,1.88,8.544,4.37,200,0.325,1232.832,1926.3,7.9,5.0,0.5,13.2,67.31,92.3,0.00075,0.0006505,0.01319,0.00010065,0.00693,0.00077,0.0005,500.0,23.5,20.5,37.6,INCUMPLE,CUMPLE,INCUMPLE,ROJO,1.0
DLPUE1975M1,DLPUE1975M1-090717,ARROYO ZAPATERO,LÓTICO,42919,2017,4600.0,11000.0,2400.0,26.745,22.939,6.0,23.33,35.36,53.22,7.954,0.728,1.887,10.424,20.993,18.378,0.5,0.5,0.5,2.309,1.4,80,0.345,572.544,894.6,7.7,26.0,1.95,1.55,16.88,13.5,0.0067,0.0006505,0.01527,0.00010065,0.0058,0.00077,0.005,422.0,19.2,17.6,85.5,INCUMPLE,CUMPLE,INCUMPLE,ROJO,1.0
DLPUE1975M1,DLPUE1975M1-200817,ARROYO ZAPATERO,LÓTICO,42961,2017,24000.0,24000.0,24000.0,20.725,16.282,13.33,46.67,32.54,111.82,13.405,0.0025,0.0155,1.588,14.993,14.993,0.5,0.5,0.5,2.306,1.924,80,0.285,931.2,1455.0,8.1,14.3,1.33,2.917,67.44,57.3,0.00075,0.0006505,0.02784,0.00010065,0.00763,0.00077,0.0005,318.0,19.7,19.1,32.3,INCUMPLE,CUMPLE,INCUMPLE,ROJO,1.0
DLPUE1975M1,DLPUE1975M1-240917,ARROYO ZAPATERO,LÓTICO,42996,2017,24000.0,24000.0,24000.0,18.572,10.071,7.33,14.0,50.75,93.25,5.013,1.068,1.058,3.198,10.337,8.211,0.5,0.5,0.5,1.117,0.892,60,0.256,572.8000000000001,895.0,7.8,55.1,4.25,2.103,26.0,22.9,0.0088,0.0006505,0.0006,0.00010065,0.00587,0.00077,0.0005,386.0,22.5,21.5,85.9,INCUMPLE,CUMPLE,INCUMPLE,ROJO,1.0
DLPUE1975M1,DLPUE1975M1-280118,ARROYO ZAPATERO,LÓTICO,43122,2018,24000.0,24000.0,24000.0,69.495,24.012,30.0,60.0,116.83,407.7,6.65,0.0025,0.0155,5.315,11.965,11.965,1.14,8.95,7.82,4.955,3.518,150,0.39,911.36,1424.0,8.1,5.0,0.5,9.412,108.93,101.0,0.0087,0.0006505,0.03916,0.00010065,0.01176,0.00077,0.0005,542.0,24.1,18.4,164.7,INCUMPLE,CUMPLE,INCUMPLE,ROJO,1.0
DLPUE1975M1,DLPUE1975M1-110318,ARROYO ZAPATERO,LÓTICO,43164,2018,24000.0,24000.0,11000.0,43.613,17.318,31.0,116.67,107.17,504.67,53.158,0.0025,0.0155,38.122,91.28,91.28,0.5,19.11,22.26,8.303,5.808,150,0.426,1094.4,1710.0,8.3,5.0,0.5,9.729,150.0,156.0,0.0052,0.0006505,0.00703,0.00074,0.01376,0.00077,0.0005,576.0,16.8,17.7,34.7,INCUMPLE,CUMPLE,INCUMPLE,ROJO,1.0
DLPUE1975M1,DLPUE1975M1-150418,ARROYO ZAPATERO,LÓTICO,43206,2018,24000.0,24000.0,24000.0,43.322,13.373,40.0,93.33,255.51,549.46,49.308,0.0025,0.0155,1.964,51.272,51.272,1.28,41.34,,6.529,5.171,200,0.351,902.4,1410.0,8.2,5.0,0.5,1.656,80.0,81.6,0.00075,0.0006505,0.01876,0.00010065,0.00822,0.00077,0.0005,464.0,25.2,18.9,36.3,INCUMPLE,CUMPLE,INCUMPLE,ROJO,1.0
DLPUE1975M1,DLPUE1975M1-100618,ARROYO ZAPATERO,LÓTICO,43256,2018,24000.0,24000.0,24000.0,114.114,55.926,62.0,120.0,194.91,419.15,0.724,0.0025,0.0155,0.401,1.125,1.125,1.11,5.01,4.29,,,150,1.776,1196.8,1870.0,8.1,5.0,0.5,14.478,101.82,88.2,0.00075,0.0006505,0.03556,0.00010065,0.00684,0.00077,0.0005,580.0,27.0,21.3,115.4,INCUMPLE,CUMPLE,INCUMPLE,ROJO,1.0
DLPUE1975M1,DLPUE1975M1-281018,ARROYO ZAPATERO,LÓTICO,43398,2018,24000.0,24000.0,24000.0,74.839,34.642,43.33,165.0,92.86,368.64,28.566,0.0025,0.0155,6.173,34.739,34.739,1.39,10.76,11.56,7.34,4.977,150,0.25,1162.24,1816.0,8.8,5.0,0.5,0.102,60.56,71.9,0.005,0.0006505,0.09262,0.00010065,0.00697,0.00077,0.0005,460.35,14.5,16.0,11.9,INCUMPLE,CUMPLE,INCUMPLE,ROJO,1.0
DLPUE1975M1,DLPUE1975M1-231218,ARROYO ZAPATERO,LÓTICO,43454,2018,2400.0,4600.0,930.0,79.56,69.443,83.33,180.0,421.59,527.47,38.944,0.0025,0.0155,10.758,49.702,49.702,1.21,40.02,39.06,7.971,6.623,250,0.258,1406.08,2197.0,8.1,19.3,1.57,12.907,85.71,97.5,0.00075,0.0006505,0.03785,0.00010065,0.00321,0.00077,0.0005,438.0,12.5,12.6,9.8,INCUMPLE,CUMPLE,INCUMPLE,ROJO,1.0
DLPUE1975M1,DLPUE1975M1-170219,ARROYO ZAPATERO,LÓTICO,43507,2019,24000.0,24000.0,24000.0,89.704,73.179,76.67,160.0,149.29,518.65,55.64,0.0025,0.0155,7.961,63.601,63.601,1.18,15.97,20.01,7.58,4.352,200,0.535,1507.84,2356.0,7.8,5.0,0.5,9.301,137.14,148.0,0.00075,0.0006505,0.0176,0.00052,0.00665,0.00077,0.0005,468.0,16.1,13.0,33.5,INCUMPLE,CUMPLE,INCUMPLE,ROJO,1.0
DLPUE1975M1,DLPUE1975M1-110819,ARROYO ZAPATERO,LÓTICO,43684,2019,24196.0,24196.0,24196.0,12.36,8.541,1.0,35.7,5.0,57.49,7.715916,0.804,0.491033,4.53805,13.548999,12.253966,0.5,0.5,,1.56227,1.06745,100,0.229,432.0,675.0,7.8,27.3,2.68,0.755,56.0,40.0,0.00075,0.0006505,0.0182,0.00010065,0.0101,0.00077,0.0018,195.867,21.4,19.3,133.0,INCUMPLE,CUMPLE,INCUMPLE,ROJO,1.0
DLPUE1975M1,DLPUE1975M1-090820,ARROYO ZAPATERO,LÓTICO,44049,2020,24000.0,,24000.0,31.114,,,46.0,,94.57,10.0,0.0025,0.0155,0.869,10.869,10.869,0.5,0.5,,1.903,1.689,80,,583.04,911.0,8.3,5.0,0.5,3.062,38.71,57.0,0.00075,0.0006505,0.01434,0.00010065,0.01705,0.02459,0.0005,266.0,28.1,24.5,102.4,INCUMPLE,CUMPLE,INCUMPLE,ROJO,1.0
DLPUE1976,DLPUE1976-181112,PUEBLA SAN FRANCISCO  (A) AGUAS ARRIBA,LÓTICO,41233,2012,2400.0,2400.0,93.0,30.91,10.03,33.0,123.333,61.6,196.75,14.39,0.007,0.085,10.02,24.502,24.41,0.5,0.5,0.5,4.022,12.307,<5,0.0045,590.72,923.0,7.36,15.0,1.3,,184.0,9.36,0.007,0.014,0.0006,,0.169,0.267,,294.0,24.0,18.0,8872.0,INCUMPLE,INCUMPLE,CUMPLE,ROJO,1.0
DLPUE1976,DLPUE1976-041112,PUEBLA SAN FRANCISCO  (A) AGUAS ARRIBA,LÓTICO,41246,2012,2400.0,2400.0,14.0,28.26,10.9,11.667,54.0,21.1,169.25,14.01,0.012,0.167,6.470000000000001,20.659,20.48,0.5,0.5,0.5,4.629,14.165,5,0.0045,854.4,1335.0,7.61,5.0,0.5,,160.0,43.2,0.005,0.0006505,0.0006,0.00010065,0.224,0.297,,280.28,27.0,19.2,9029.344,INCUMPLE,INCUMPLE,CUMPLE,ROJO,1.0
DLPUE1976,DLPUE1976-091212,PUEBLA SAN FRANCISCO  (A) AGUAS ARRIBA,LÓTICO,41267,2012,2400.0,2400.0,23.0,19.56,19.56,34.0,116.667,84.25,211.75,14.88,0.005,0.167,10.99,26.042,25.87,0.5,0.5,0.5,2.55,7.803,<5,0.0045,778.24,1216.0,7.38,5.0,0.5,,110.0,22.1,0.005,0.012,0.0006,0.00010065,0.00021,0.00077,,319.48,21.0,16.8,8320.5,INCUMPLE,CUMPLE,CUMPLE,ROJO,1.0
DLPUE1976,DLPUE1976-170313,PUEBLA SAN FRANCISCO  (A) AGUAS ARRIBA,LÓTICO,41348,2013,700.0,900.0,300.0,39.314,37.048,72.0,126.667,139.968,256.608,0.181,0.026,0.167,3.64,4.014,3.821,1.06,0.5,,2.789,2.704,120,,1109.12,1733.0,7.51,5.0,0.5,,274.0,47.3,0.00075,0.0006505,0.0006,0.00010065,0.00021,0.00077,,318.0,19.1,18.8,1366.9,INCUMPLE,INCUMPLE,CUMPLE,ROJO,1.0
DLPUE1976,DLPUE1976-280413,PUEBLA SAN FRANCISCO  (A) AGUAS ARRIBA,LÓTICO,41390,2013,460.0,1100.0,460.0,24.568,3.667,74.0,123.333,254.8,341.04,1.492,0.032,0.042,18.946,20.512,20.438,0.5,0.5,,10.222,0.559,100,0.057,860.8000000000001,1345.0,7.28,13.0,1.1,,42.5,63.5,0.00075,0.0006505,0.0006,0.00010065,0.00021,0.00077,,580.0,24.3,19.3,2641.5,INCUMPLE,CUMPLE,CUMPLE,ROJO,1.0
DLPUE1976,DLPUE1976-230613,PUEBLA SAN FRANCISCO  (A) AGUAS ARRIBA,LÓTICO,41454,2013,2400.0,2400.0,2400.0,13.747,11.855,76.0,113.333,214.272,301.568,6.896,0.0025,0.078,2.2,9.174,9.096,0.5,0.5,,4.06,0.912,100,0.365,439.04,686.0,7.09,5.0,0.5,,1496.667,980.0,0.00075,0.0016,0.0329,0.00010065,0.0406,0.00077,,220.0,20.7,18.5,8043.4,INCUMPLE,INCUMPLE,INCUMPLE,ROJO,1.0
DLPUE1976,DLPUE1976-040813,PUEBLA SAN FRANCISCO  (A) AGUAS ARRIBA,LÓTICO,41484,2013,2400.0,2400.0,2400.0,29.38,14.057,66.0,100.0,76.16,141.44,0.108,0.0025,0.046,9.128,9.282,9.236,0.5,0.5,,1.9,0.853,100,0.38,485.12,758.0,7.33,21.0,2.1,,770.0,462.0,0.00075,0.0006505,0.045,0.00010065,0.025,0.037,,340.0,23.9,18.6,12012.3,INCUMPLE,INCUMPLE,INCUMPLE,ROJO,1.0
DLPUE1976,DLPUE1976-080913,PUEBLA SAN FRANCISCO  (A) AGUAS ARRIBA,LÓTICO,41520,2013,2400.0,2400.0,460.0,9.837,1.979,13.0,34.0,171.36,362.88,0.848,0.137,0.534,0.0,1.519,0.848,0.5,0.5,,1.571,0.307,150,0.193,259.84000000000003,406.0,7.28,36.0,3.5,,1380.0,839.0,0.008,0.009,0.077,0.00104,0.059,0.046,,250.0,17.2,18.0,22204.5,INCUMPLE,INCUMPLE,CUMPLE,ROJO,1.0
DLPUE1976,DLPUE1976-061013,PUEBLA SAN FRANCISCO  (A) AGUAS ARRIBA,LÓTICO,41552,2013,280.0,390.0,230.0,41.557,11.989,16.5,25.0,149.4,229.08,0.907,0.0025,0.459,0.728,2.0940000000000003,1.635,0.5,0.5,,3.683,2.766,100,0.174,547.2,855.0,7.8,20.0,1.8,1.601,106.67,163.0,0.00075,0.0006505,0.013,0.00010065,0.005,0.017,0.0005,410.0,24.4,18.5,12277.7,INCUMPLE,CUMPLE,CUMPLE,ROJO,1.0
DLPUE1976,DLPUE1976-020214,PUEBLA SAN FRANCISCO  (A) AGUAS ARRIBA,LÓTICO,41666,2014,230.0,280.0,200.0,35.66,31.14,66.64,238.0,66.64,238.0,0.9,0.03,0.04,20.86,21.83,21.76,0.5,6.36,6.64,3.872,1.828,80,0.274,882.5600000000001,1379.0,7.61,15.0,1.0,1.86,107.5,104.0,0.01,0.0006505,0.0052,0.001629,0.0386,0.0093,0.0005,391.05,28.2,17.9,10604.0,INCUMPLE,CUMPLE,CUMPLE,ROJO,1.0
DLPUE1976,DLPUE1976-300314,PUEBLA SAN FRANCISCO  (A) AGUAS ARRIBA,LÓTICO,41723,2014,24000.0,24000.0,24000.0,50.852,37.089,90.0,130.0,184.0,266.5,9.078,0.0025,0.262,24.42,33.760000000000005,33.498000000000005,0.5,4.67,3.71,3.721,3.671,100,0.86,1071.36,1674.0,7.3,10.0,1.0,12.868,193.3,60.4,0.00075,0.0006505,0.0177,0.0017,0.0394,0.0234,0.0005,519.8,23.9,21.2,1217.0,INCUMPLE,INCUMPLE,INCUMPLE,ROJO,1.0
DLPUE1976,DLPUE1976-110514,PUEBLA SAN FRANCISCO  (A) AGUAS ARRIBA,LÓTICO,41765,2014,4600.0,11000.0,930.0,81.956,52.157,29.0,51.7,136.5,211.5,,0.148,0.071,,,,0.5,3.07,3.01,2.563,2.129,60,0.568,705.92,1103.0,7.6,10.0,1.0,7.873,76.4,40.0,0.00075,0.0006505,0.0077,0.00010065,0.0178,0.0146,0.0005,324.0,25.4,21.8,6325.0,INCUMPLE,CUMPLE,INCUMPLE,ROJO,1.0
DLPUE1976,DLPUE1976-220614,PUEBLA SAN FRANCISCO  (A) AGUAS ARRIBA,LÓTICO,41806,2014,24000.0,24000.0,4600.0,21.901,10.578,10.0,25.0,96.27,204.0,1.607,0.08,0.074,4.544,6.305,6.151,0.5,0.5,0.5,2.085,0.637,40,0.282,421.76,659.0,7.4,29.0,2.2,1.299,250.0,121.0,0.00075,0.0006505,0.0151,0.00010065,0.0059,0.0189,0.071,204.0,20.2,20.0,8041.0,INCUMPLE,INCUMPLE,INCUMPLE,ROJO,1.0
DLPUE1976,DLPUE1976-030814,PUEBLA SAN FRANCISCO  (A) AGUAS ARRIBA,LÓTICO,41848,2014,24000.0,24000.0,2100.0,6.113,3.793,14.0,27.0,62.04,126.5,6.026,0.033,0.207,4.277,10.543,10.303,0.5,0.5,0.5,1.095,0.834,100,0.461,405.76,634.0,7.9,29.5,2.1,0.005,480.0,579.0,0.00075,0.0006505,0.0292,0.00010065,0.0291,0.0238,0.0005,208.0,22.3,19.4,7155.0,INCUMPLE,INCUMPLE,INCUMPLE,ROJO,1.0
