"CLAVE SITIO","CLAVE DE MONITOREO","NOMBRE DEL SITIO","FECHA REALIZACIÓN","Año","DQO_ESTADO","TIPO CUERPO DE AGUA","COLI_FEC","COLI_TOT","E_COLI","N_NH3","N_NO2","N_TOTK","TOX_D_48_UT","P_TOT","ORTO_PO4","COLOR_VER","ABS_UV","CONDUC_CAMPO","pH_CAMPO","OD_mgL","SAAM","SST","CD_TOT","CR_TOT","HG_TOT","NI_TOT","CN_TOT","DUR_TOT","TEMP_AMB","TEMP_AGUA","CAUDAL","COT_NOM","TOX_NOM","TIPO_LOTICO","y"
"DLPUE2063M1","DLPUE2063M1-200817","ARROYO PRIETO",42961,2017,"INCUMPLE","LÓTICO",24000,24000,24000,11.797,0.0025,13.902,0.5,3.381,2.72,100,0.604,981.3,7.6,0.5,4.337,31,0.0006505,0.08885,0.00010065,0.03127,5e-04,238,20,19,41.6,0,1,1,1
"DLPUE2085","DLPUE2085-270518","RIO NEXAPA 21",43242,2018,"CUMPLE","LÓTICO",2400,4600,430,0.124,0.0025,0.225,0.5,0.161,0.087,10,0.586,1896,8,0.5,0.005,24,0.0006505,6e-04,6e-04,0.00396,5e-04,1004,26.1,22.9,2607.2,0,0,1,0
"DLPUE1992M1","DLPUE1992M1-090717","RA-1 RIO ATOYAC, ANTES TLAHUAPAN (ESTACIÓN TESTIGO)",42920,2017,"INCUMPLE","LÓTICO",24000,24000,24000,1.128,0.138,1.198,0.5,0.35,0.28,40,0.11,163.4,7.2,5.1,0.005,110.71,0.0006505,0.0058,0.00010065,0.00585,5e-04,76,20.9,18.5,680.1,0,0,1,1
"DLPUE2053","DLPUE2053-100416","ECHEVERRIA ANTES DE LA PLANTA DE TRATAMIENTO ATOYAC SUR",42466,2016,"INCUMPLE","LÓTICO",24000,24000,200,3.031,0.0025,27.066,0.5,2.595,1.5,150,0.394,1685,7.8,0.5,7.8,81.39,0.0006505,0.007,0.00010065,0.0273,5e-04,417.78,22.4,21.6,2711.4,1,1,1,1
"DLPUE2086","DLPUE2086-190415","RIO NEXAPA 20",42107,2015,"CUMPLE","LÓTICO",4600,11000,2400,0.091,0.0025,0.444,0.5,0.08,0.021,20,0.077,1115,7.8,4.55,0.22,19,0.0006505,0.0053,0.00010065,0.0094,5e-04,1044,26.6,23,2621,0,0,1,0
"DLPUE2084","DLPUE2084-050217","RIO ATOYAC (DESPUES DE LA CONFLUENCIA DEL RIO MIXTECO)",42766,2017,"CUMPLE","LÓTICO",4600,11000,4600,1.495,0.0025,2.297,0.5,0.567,0.463,10,0.06,958.3,8.3,5.98,0.005,10,0.0006505,6e-04,0.00010065,0.00304,5e-04,362,27.5,20.9,6430.5,0,0,1,0
"DLPUE2032","DLPUE2032-080516","RIO NEXAPA 12",42496,2016,"INCUMPLE","LÓTICO",2400,24000,930,7.554,0.825,9.962,0.5,2.281,0.931,80,0.183,572,7.6,5.82,2.3,245.71,0.0006505,0.0181,8e-04,0.018,5e-04,256,19.9,16.8,5852.81241296409,0,0,1,1
"DLPUE1994","DLPUE1994-310313","RIO SAN LORENZO 1",41361,2013,"INCUMPLE","LÓTICO",430,640,390,0.589,0.047,26.909,0.5,21.817,11.676,250,0.334829070503473,871,7.18,2.5,3.44555816883313,18,0.0006505,6e-04,0.00010065,0.00735,0.0008400607196938,910,19,18,9.3,1,0,1,1
"DLPUE2024","DLPUE2024-210517","RIO NEXAPA 5",42873,2017,"INCUMPLE","LÓTICO",2400,4600,930,5.508,0.684,9.737,0.5,1.471,1.069,20,0.114,509,7.1,2.94,1.63,17,0.0006505,0.0093,0.00010065,0.00301,5e-04,152,26.5,20.5,72.8,0,0,1,1
"DLPUE2036","DLPUE2036-060414","NEXAPA-LAS FAJANAS P1 (33)",41732,2014,"INCUMPLE","LÓTICO",24000,24000,4600,4.692,0.705,21.492,0.5,2.888,2.261,40,0.334,1353,8.2,4.1,1.866,59,0.0006505,0.0125,0.00010065,0.1237,5e-04,98,25.4,21.9,1987,0,0,1,1
"DLPUE2002","DLPUE2002-200915","RIO NECAXA 4",42265,2015,"CUMPLE","LÓTICO",11000,24000,4600,0.05,0.0025,0.335,0.5,0.2,0.074,50,0.094,211,7.4,4.16,0.005,51,0.0006505,6e-04,0.0012,0.0058,5e-04,120,31.6,23.8,15926.2451559694,0,0,1,0
"OCBAL2872","OCBAL2872-091218","PRESA LOS CARROS OBRA DE TOMA",43441,2018,"CUMPLE","LÉNTICO",1439,2680.40862786703,31,0.159963,0.008922,1.519203,0.500826658660235,0.089494,0.036734,70,0.28428,259.118750666795,7.88154180953741,2.83696862348178,0.260263029603487,5,0.0006505,0.0038,0.00010065,0.0055,0.0029006177048918,105.21,31.4,26.278098538231,11785.2353687497,0,0,0,0
"DLPUE2086","DLPUE2086-041112","RIO NEXAPA 20",41261,2012,"INCUMPLE","LÓTICO",1.5,1.5,1.5,0.78,0.0025,1.94,0.5,0.134,0.411,2.5,0.0045,1386.25,8.43,4,0.210980022325911,13,0.005,6e-04,0.00010065,0.00021,0.0006540985902036,213.64,25.3,22.7,493.1,0,0,1,1
"DLPUE2084","DLPUE2084-040813","RIO ATOYAC (DESPUES DE LA CONFLUENCIA DEL RIO MIXTECO)",41487,2013,"INCUMPLE","LÓTICO",2400,2400,1100,0.243,0.0025,0.691,0.5,0.246,0.251,50,0.054,617,8.6,5.2,0.0922068404301976,260,0.0006505,0.006,0.00010065,0.002,0.0006349779855084,355,29.5,25.8,9942.9,0,0,1,1
"DLPUE1989","DLPUE1989-120623","LA AUTOPISTA P1 (24)",45089,2023,"INCUMPLE","LÓTICO",2.3e+07,2.3e+07,1972040,11.57,0.005,17.75,0.564008982657852,3.58232299719858,2.4704496496279,70,0.380559727540157,910,7.8,0.5,6.98,133.33,0.0007226306274754,0.0324591113708163,0.0004300538205549,0.0241322133566953,0.0274407664550113,326.884825951524,26,22,2846.51753075578,0,0,1,1
"DLPUE2086","DLPUE2086-050921","RIO NEXAPA 20",44443,2021,"INCUMPLE","LÓTICO",23879.7414150568,24130.5536521806,19892.749763654,0.261,0.178,5.104,0.5,1.232,0.66,94.4782942099256,0.231146796896839,398,7.4,4.85,0.327212034177639,742.31,0.0006505,0.06045,0.00010065,0.02989,5e-04,159.395954265748,26,23.4,3883.7325854808,0,0,1,1
"DLPUE2030","DLPUE2030-100313","RIO NEXAPA 11",41342,2013,"INCUMPLE","LÓTICO",390,640,280,1.548,0.022,5.651,0.5,4.383,2.621,50,0.123182928961749,1684,7.8,4.2,1.45497353658537,63,0.0006505,6e-04,0.00010065,0.00021,0.0080517889519042,468,20.8,19.6,3415.12,0,0,1,1
"DLPUE2029","DLPUE2029-231218","RIO NEXAPA 9",43452,2018,"INCUMPLE","LÓTICO",24000,24000,24000,17.448,0.0025,17.586,0.5,3.509,2.255,50,0.543,1260,7.8,1.2,2.075,154.29,0.0006505,0.01856,0.00010065,0.00557,5e-04,342,17.7,17,1590,0,1,1,1
"DLPUE2056","DLPUE2056-251112","AMPLIACIÓN UNIÓN ANTORCHISTA",41233,2012,"INCUMPLE","LÓTICO",460,2400,20,16.17,0.011,22.48,0.5,11.731,35.897,5,0.0045,1299,7.52,1.2,5.26903793144525,40,0.009,6e-04,0.0001956295385351,0.188,0.0012760162228357,321.44,18,17.1,7018.5,0,0,1,1
"DLPUE2058","DLPUE2058-050217","RIO ACATLAN",42767,2017,"INCUMPLE","LÓTICO",24000,24000,24000,94.186,0.0025,145.465,2.06,14.228,13.671,300,0.785,2371,7.6,0.5,24.877,158.07,0.0006505,0.00503,0.00073,0.00676,5e-04,546,22.5,17.3,2.9,1,1,1,1
"DLPUE2042","DLPUE2042-040813","PUCTLA",41487,2013,"INCUMPLE","LÓTICO",2400,2400,460,0.308,0.031,8.372,0.5,2.38989077430976,1.73178336038057,50,0.183,1024,7.88,4.1,0.537441302896174,790,0.0006505,0.04,0.00010065,0.022,0.0009156730293978,440,26.7,24.1,2479.6,0,0,1,1
"DLPUE2017","DLPUE2017-090815","PUENTE CARRETERA SAN MARTIN-TLAXCALA P1(15)",42222,2015,"INCUMPLE","LÓTICO",24000,24000,11000,1.605,0.0025,5.061,0.5,0.976,0.47,50,0.181,395,7.6,1.09,2.6,92,0.0006505,0.0062,0.00010065,0.0093,5e-04,142,26.4,21,1460,0,1,1,1
"DLPUE1994","DLPUE1994-041112","RIO SAN LORENZO 1",41272,2012,"INCUMPLE","LÓTICO",28,150,15,4.52,0.0025,7.72,0.5,0.527,1.614,10,0.0045,336,7.28,6,2.25568422664853,30,0.018,6e-04,0.168,0.00021,0.0049039509138429,96.29,15,11.9,11909,0,0,1,1
"DLPUE2037","DLPUE2037-250218","BACARDI Y COMPAÑIA, S.A. DE C.V. (AGUAS ABAJO)",43153,2018,"INCUMPLE","LÓTICO",24000,24000,24000,5.571,1.023,9.112,0.5,2.088,1.746,30,0.259,1202,8.6,2.44,0.489,153.25,0.0006505,0.14211,0.00010065,0.01158,5e-04,448,26.5,20.1,5262.5,0,0,1,1
"DLPUE2027","DLPUE2027-050715","RIO NEXAPA 7",42184,2015,"INCUMPLE","LÓTICO",24000,24000,11000,0.234,0.225,0.234,0.5,0.48,0.287,100,0.104,213,7.6,3.96,0.34,344,0.0006505,0.0233,0.00010065,0.022,5e-04,84,26.3,19.3,328,0,0,1,1
"DLPUE2073","DLPUE2073-220913","CERVECERIA CUAUHTEMOC MOCTEZUMA, S.A. DE C.V. (AGUAS ABAJO)",41534,2013,"INCUMPLE","LÓTICO",2400,2400,1100,1.842,0.12,23.458,2.25,3.98,2.418,200,1.071,2300,7.05,0.5,3.88623158114761,490,0.0006505,6e-04,0.00010065,0.00021,0.0100485478352298,490,15.9,19.1,82.4,1,0,1,1
"DLPUE2022M1","DLPUE2022M1-090417","BARRANCA HONDA",42830,2017,"INCUMPLE","LÓTICO",24000,24000,24000,52.566,0.0025,87.064,1.98,13.474,9.385,750,0.577,1150.3,8.2,0.5,36.4,368.75,0.0006505,0.01114,0.00067,0.00767,5e-04,196,26.9,24.5,100,1,1,1,1
"DLPUE2002","DLPUE2002-030814","RIO NECAXA 4",41850,2014,"CUMPLE","LÓTICO",24000,24000,2100,0.00175,0.0025,0.429,0.5,0.171,0.126,40,0.069,226,8.1,4.5,0.05,58,0.0006505,0.0066,0.0025,0.0118,5e-04,108,31.5,25.5,21771,0,0,1,0
"DLPUE2022M1","DLPUE2022M1-170515","BARRANCA HONDA",42137,2015,"INCUMPLE","LÓTICO",24000,24000,11000,9.023,0.059,9.023,0.5,3.999,2.921,150,0.87,1210,7.8,0.5,13.2,66.67,0.0006505,0.0058,0.00010065,0.0104,5e-04,176,24,22.5,35,1,1,1,1
"DLPUE2066","DLPUE2066-280615","DESPUES DE BACHOCO",42178,2015,"INCUMPLE","LÓTICO",24000,24000,11000,30.471,0.02,127.113,3.52,13.55,4.636,500,1.926,2000,7.4,0.5,14.7,155,0.0006505,0.0079,0.00010065,0.0156,5e-04,332,27.6,22.9,3,1,1,1,1
"DLPUE2050","DLPUE2050-091212","ATOYAC LA CARMELITA P1 (26)",41267,2012,"INCUMPLE","LÓTICO",2400,2400,14,18.11,0.019,32.34,0.75713058306774,2.654,8.12,2.5,0.0639174267448466,1436,7.68,0.5,11.4412629411765,84,0.0006505,6e-04,0.00010065,0.00021,0.0180177126144693,94.08,16,13.9,8026,0,0,1,1
"DLPUE2041","DLPUE2041-090613","NEXAPA ENTRADA A PUCTLA",41432,2013,"INCUMPLE","LÓTICO",15000,24000,11000,4.537,0.0025,166.937,0.5,2.67,1.808,1000,0.213,607,7.54,4.4,10.5324144047619,4320,0.0011,0.0596,0.00010065,0.07,0.0014073537614152,560,30.1,24.1,6077.3,1,0,1,1
"DLPUE1976","DLPUE1976-030814","PUEBLA SAN FRANCISCO  (A) AGUAS ARRIBA",41848,2014,"INCUMPLE","LÓTICO",24000,24000,2100,6.026,0.033,10.303,0.5,1.095,0.834,100,0.461,634,7.9,2.1,0.005,480,0.0006505,0.0292,0.00010065,0.0291,5e-04,208,22.3,19.4,7155,0,0,1,1
"DLPUE2050","DLPUE2050-310313","ATOYAC LA CARMELITA P1 (26)",41359,2013,"INCUMPLE","LÓTICO",7000,11000,4000,2.091,0.025,27.851,1.41,10.651,5.912,120,0.359022387079832,1638,7.96,0.5,7.21760376984127,82,0.0006505,6e-04,0.00010065,0.00021,0.0018985478352297,102,19.2,19.7,1145.9,0,0,1,1
"DLPUE2027","DLPUE2027-010913","RIO NEXAPA 7",41515,2013,"INCUMPLE","LÓTICO",2400,2400,1100,0.07,0.095,0.07,0.5,0.611,0.369,50,0.062,121,7.65,2.7,0.382782669122106,370,0.0006505,0.0685,2e-04,0.0519,0.01272494906846,200,18.2,14.2,683.4,0,0,1,1
"DLPUE1976","DLPUE1976-110819","PUEBLA SAN FRANCISCO  (A) AGUAS ARRIBA",43685,2019,"INCUMPLE","LÓTICO",24000,24000,24000,6.31112,0.0025,11.91472,0.5,2.50327,0.92995,50,0.268,724,7.8,4.86,0.668,424,0.0006505,0.0248,0.000323,0.0298,0.0036,228.358,25,21,3921.14077815527,0,0,1,1
"DLPUE1977","DLPUE1977-100618","DESPUÉS DE LA CONFLUENCIA CON EL RÍO SAN FRANCISCO",43257,2018,"INCUMPLE","LÓTICO",24000,24000,24000,22.536,0.012,28.161,0.5,2.755,1.791,166.503712728304,1.45,1311,7.9,0.5,4.058,113.04,0.0006505,0.03669,0.00010065,0.01518,5e-04,510,21.5,19.9,7447.4,1,1,1,1
"DLPUE1992M1","DLPUE1992M1-180819","RA-1 RIO ATOYAC, ANTES TLAHUAPAN (ESTACIÓN TESTIGO)",43691,2019,"CUMPLE","LÓTICO",24196,24196,24196,1.6355,0.125924,2.99622,0.5,0.61711,0.24523,40,0.122,190,8.1,5.51,0.179,103,0.0006505,0.115,0.00010065,0.006,0.001,60.494,17,15,62.2,0,0,1,0
"DLPUE2084","DLPUE2084-080913","RIO ATOYAC (DESPUES DE LA CONFLUENCIA DEL RIO MIXTECO)",41520,2013,"INCUMPLE","LÓTICO",2400,2400,1100,0.666,0.101,0.666,0.5,2.692,0.364,250,0.163,473,7.71,5.5,0.118225211822202,4910,0.017,0.107,0.00097,0.092,0.0015273659499134,950,30.1,26.6,19455.2,0,0,1,1
"DLPUE2032","DLPUE2032-281012","RIO NEXAPA 12",41260,2012,"INCUMPLE","LÓTICO",2400,2400,11,7.43,0.013,11.5,0.5,0.875,2.678,2.5,0.0045,1393.75,8.56,3.1,2.68901222714954,120,0.0006505,6e-04,0.00010065,0.00021,0.0020258471687276,382.2,26,22.5,140.7,0,0,1,1
"DLPUE2010","DLPUE2010-100917","RIO CAZONES 5",42986,2017,"CUMPLE","LÓTICO",750,2100,280,0.372,0.0025,0.506,0.5,0.0244,0.00075,5,0.066,280,8,5.3,0.005,75,0.0006505,6e-04,0.00010065,0.00021,5e-04,161,23.5,22.8,14281.3298509537,0,0,1,0
"DLPUE2074M1","DLPUE2074M1-070816","SANTA MARÍA TEXMELUCAN",42583,2016,"CUMPLE","LÓTICO",230,430,150,0.049,0.093,0.07,0.5,0.133,0.073,2.5,0.0045,97,7.2,6.51,0.005,5,0.0006505,6e-04,0.00010065,0.00475,5e-04,42,21.7,13,85.4,0,0,1,0
"DLPUE1977","DLPUE1977-190616","DESPUÉS DE LA CONFLUENCIA CON EL RÍO SAN FRANCISCO",42534,2016,"INCUMPLE","LÓTICO",24000,24000,280,8.611,0.0025,11.241,0.5,2.244,1.636,60,0.196,862,7.4,0.5,1.64,730,0.0006505,0.0209,0.0018,0.0208,5e-04,228,19.3,19.1,4281.99039283689,0,1,1,1
"DLPUE2036","DLPUE2036-310515","NEXAPA-LAS FAJANAS P1 (33)",42153,2015,"INCUMPLE","LÓTICO",24000,24000,11000,1.036,0.055,4.834,0.5,0.79,0.681,30,0.175,567,8.2,5.32,0.62,535,0.0006505,0.0341,0.00010065,0.0318,5e-04,266,20.3,18.8,4560.99130804787,0,0,1,1
"DLPUE1983","DLPUE1983-190616","SABORMEX, S.A. DE C.V. (ANTES CAFES DE VERACRUZ, S.A. DE C.V.) (AGUAS ABAJO)",42537,2016,"INCUMPLE","LÓTICO",24000,24000,930,8.37,0.0025,17.651,0.5,1.472,0.902,750,1.088,2100,7.9,0.5,1.4,180,0.0006505,0.013,0.00010065,0.0149,5e-04,270,15.5,26.3,39.2,1,1,1,1
"DLPUE2062M1","DLPUE2062M1-140517","ARROYO METLAPANAPA",42863,2017,"INCUMPLE","LÓTICO",24000,24000,24000,49.054,0.0025,101.767,0.5,7.872,4.72,200,0.189,1003.3,7.8,0.5,9.5,88.09,0.0006505,6e-04,0.00010065,0.009,0.014,286,27,24.4,37.6,1,1,1,1
"DLPUE2038","DLPUE2038-230214","BACARDI Y COMPAÑIA, S.A. DE C.V. (AGUAS ARRIBA)",41690,2014,"INCUMPLE","LÓTICO",24000,24000,24000,1.13,0.718,14.103,0.5,4.063,4.047,40,0.193,1294,7.85,4.31,0.465,130.91,0.0006505,6e-04,7e-04,0.00021,5e-04,445.5,20.4,16.9,2427,1,1,1,1
"DLPUE2066","DLPUE2066-020214","DESPUES DE BACHOCO",41667,2014,"INCUMPLE","LÓTICO",24000,24000,4600,2.28,0.19,107.56,2.82,16.47,13.536,500,1.123,2500,7.94,4.22657337693379,16.46,353.33,0.0006505,0.0056,0.00010065,0.013,5e-04,455.4,21.5,19.2,5,1,0,1,1
"DLPUE2030","DLPUE2030-230214","RIO NEXAPA 11",41691,2014,"INCUMPLE","LÓTICO",11000,24000,2400,20.039,1.1,42.719,0.5,3.59,3.019,60,0.513,1435,8.06,1,3.222,243.33,0.0006505,0.0178,5e-04,0.0269,5e-04,524.7,27.1,21.2,4558,0,1,1,1
"DLPUE2086","DLPUE2086-230214","RIO NEXAPA 20",41687,2014,"INCUMPLE","LÓTICO",430,750,280,0.173,0.025,0.565,0.5,0.211,0.113,20,0.096,1981,8.24,5.52,0.005,24,0.0006505,6e-04,6e-04,0.0092,5e-04,426,24.2,22.2,3000,0,0,1,1
"DLPUE2074","DLPUE2074-041112","CERVECERIA CUAUHTEMOC MOCTEZUMA, S.A. DE C.V.(AGUAS ARRIBA)",41271,2012,"INCUMPLE","LÓTICO",2400,2400,39,27.5,0.0025,31.6,0.870034082346239,3.083,9.434,30,0.139807750282158,1275,7.95,0.5,11.0835536694678,38,0.0006505,6e-04,0.00010065,0.00021,0.0077646683259873,268.52,20,17.6,0.001,0,0,1,1
"DLPUE1983","DLPUE1983-111118","SABORMEX, S.A. DE C.V. (ANTES CAFES DE VERACRUZ, S.A. DE C.V.) (AGUAS ABAJO)",43413,2018,"INCUMPLE","LÓTICO",24000,24000,2400,4.319,2.414,14,0.5,2.056,1.61,150,0.674,3769,8.1,1.54,2.361,16,0.0006505,0.01476,0.00010065,0.01186,5e-04,168,27.8,27,14,0,0,1,1
"DLPUE2029","DLPUE2029-030416","RIO NEXAPA 9",42460,2016,"INCUMPLE","LÓTICO",24000,24000,110,1.604,0.0025,21.849,0.5,4.31,4.023,300,0.372,1485,7.9,1,9.3,166.67,0.0006505,0.0074,5e-04,0.0129,5e-04,442,24.5,19.3,3231,0,1,1,1
"DLPUE2008","DLPUE2008-100515","LAZARO CARDENAS",42134,2015,"CUMPLE","LÓTICO",1565,2187,0.5,0.106784,0.014221,0.2154,0.5,0.043,0.0296,2.5,0.0045,269,8.1,5.22,0.005,5,0.0006505,6e-04,0.00010065,0.00021,0.013647,118,28,29,10303,0,0,1,0
"DLPUE2035","DLPUE2035-080913","RIO NEXAPA 14",41522,2013,"INCUMPLE","LÓTICO",2400,2400,1100,0.193,1.243,0.193,0.5,0.977,0.145,50,0.104,637,7.41,4.9,0.153561606778185,402,0.0006505,0.02,0.00066,0.024,0.0007314681831481,225,23.6,20.6,9870.4,0,0,1,1
"DLPUE2002","DLPUE2002-060817","RIO NECAXA 4",42958,2017,"CUMPLE","LÓTICO",24000,24000,24000,0.144,0.0025,0.309,0.5,0.049,0.027,140,0.051,210,8.2,5.24,0.005,77.38,0.0006505,0.00939,0.00010065,0.00637,5e-04,82,25.1,25.3,16220.3836013332,0,0,1,0
"DLPUE2003","DLPUE2003-200316","RIO NECAXA 5",42447,2016,"CUMPLE","LÓTICO",930,4600,40,0.102,0.0025,1.276,0.5,0.084,0.047,20,0.021,188,8.4,5.47,0.07,5,0.0006505,6e-04,0.00010065,0.0031,5e-04,90,32.4,23.8,13382.5,0,0,1,0
"DLPUE2044","DLPUE2044-230717","RIO NEXAPA 16",42965,2017,"INCUMPLE","LÓTICO",24000,24000,24000,0.515,0.544,1.119,0.5,0.233,0.227,10,0.112,1130,8.1,5.01,0.065,435.13,0.0006505,0.01711,0.00010065,0.02462,5e-04,462,21.1,21.9,7437.1,0,0,1,1
"DLPUE1983","DLPUE1983-150418","SABORMEX, S.A. DE C.V. (ANTES CAFES DE VERACRUZ, S.A. DE C.V.) (AGUAS ABAJO)",43208,2018,"INCUMPLE","LÓTICO",24000,24000,24000,52.233,0.0025,58.391,1.22,7.092,4.299,300,1.186,2300,7.9,0.5,0.919,485.71,0.0006505,0.01613,0.00086,0.00875,0.007,560,21.3,24.6,72.5,1,1,1,1
"DLPUE1989","DLPUE1989-150418","LA AUTOPISTA P1 (24)",43208,2018,"INCUMPLE","LÓTICO",24000,24000,4600,11.146,0.0025,18.986,0.5,5.191,2.282,80,0.285,1896,7.8,0.5,0.317,86.36,0.0006505,0.06616,0.00010065,0.03062,0.007,192,27,17.1,4513.7,0,1,1,1
"DLPUE2025","DLPUE2025-270414","RIO NEXAPA 6",41751,2014,"CUMPLE","LÓTICO",24000,24000,4600,7.691,0.36,11.555,0.5,0.771,0.743,10,0.144,405,8.1,2.9,0.347,21,0.0006505,0.0106,0.00010065,0.0208,5e-04,126.7,20.8,17.1,187,0,0,1,0
"DLPUE2056","DLPUE2056-230314","AMPLIACIÓN UNIÓN ANTORCHISTA",41719,2014,"INCUMPLE","LÓTICO",1500,2100,750,11.27,0.064,53.83,0.5,6.48,5.118,100,0.548,1929,7.4,1,11.465,132.5,0.0006505,0.0072,0.001,0.0227,5e-04,504.9,20,20.8,60,1,1,1,1
"DLPUE2021","DLPUE2021-181112","RIO NEXAPA 0",41219,2012,"INCUMPLE","LÓTICO",75,150,39,16.688,0.0025,34.776,0.5,9.495,29.055,5,1.0079,700,6.69,2,23.7925609195402,197.5,0.0006505,6e-04,0.00010065,0.00021,0.0108418165967884,248.92,22,28.3,0.0039,1,0,1,1
"DLPUE2046","DLPUE2046-040813","NEXAPA PUENTE DON ROQUE",41487,2013,"INCUMPLE","LÓTICO",210,240,150,0.057,0.03,0.057,0.5,0.081,0.139,2.5,0.027,1751,7.92,4.5,0.114577749892396,5,0.0006505,6e-04,0.00010065,0.001,0.0006865204496827,1140,30.2,27.3,720.3,0,0,1,1
"DLPUE2034","DLPUE2034-030917","RIO NEXAPA 15",43000,2017,"INCUMPLE","LÓTICO",24000,24000,24000,1.491,0.704,1.576,0.5,0.859,0.692,80,0.148,614,8.5,5,0.06,608.11,0.0006505,0.02237,0.00010065,0.02403,5e-04,302,25.9,20.5,4560.99130804787,0,0,1,1
"DLPUE2003","DLPUE2003-130119","RIO NECAXA 5",43476,2019,"CUMPLE","LÓTICO",24000,24000,24000,0.021,0.0025,0.576,0.5,0.049,0.032,5,0.232,224,8.6,6.24,0.005,12,0.0006505,0.04125,0.00010065,0.00533,5e-04,96,24.7,19,4634.30574553842,0,0,1,0
"DLPUE2037","DLPUE2037-290913","BACARDI Y COMPAÑIA, S.A. DE C.V. (AGUAS ABAJO)",41543,2013,"CUMPLE","LÓTICO",30,40,30,0.053,0.672,0.725,0.5,0.68,0.593,150,0.088,521,7.75,5.5,0.132072603475493,1120,0.003,0.038,0.00010065,0.013,0.0006692397564152,340,27.6,21.8,28742,0,0,1,0
"DLPUE2048","DLPUE2048-030416","RIO NEXAPA 1",42461,2016,"CUMPLE","LÓTICO",930,4600,210,0.032,0.0025,0.463,0.5,0.074,0.074,20,0.083,211,7.8,3.75,0.12,5,0.0006505,0.0145,0.00010065,0.0087,5e-04,80,28.8,19.4,5.5,0,0,1,0
"DLPUE2011","DLPUE2011-281012","VILLA AVILA CAMACHO",41226,2012,"INCUMPLE","LÓTICO",460,460,28,0.00175,0.0025,0.00175,0.5,7e-04,0.00075,2.5,0.0045,239,8.63,8.74,0.0660740635120248,5,0.0006505,6e-04,0.00010065,0.00021,0.0635470829429427,137,25.8,24.22,25200,0,0,1,1
"DLPUE2031","DLPUE2031-260415","RIO NEXAPA 10",42118,2015,"INCUMPLE","LÓTICO",24000,24000,11000,3.477,0.102,20.585,1.45,2.779,2.234,100,0.449,1513.6,7.9,2.67,8.7,145,0.0006505,0.0169,0.00010065,0.0274,5e-04,454,28,22.6,3328,0,1,1,1
"DLPUE2011","DLPUE2011-180617","VILLA AVILA CAMACHO",42906,2017,"CUMPLE","LÓTICO",24000,24000,90,0.135,0.0025,0.292,0.5,0.0232,0.0141,10,0.0045,252,7.4,6.33,0.076,5,0.0006505,0.00504,0.00010065,0.00257,5e-04,126,30.3,29.1,3293.9,0,0,1,0
"DLPUE2001","DLPUE2001-100515","RIO NECAXA 1",42132,2015,"CUMPLE","LÓTICO",930,1500,750,0.135,0.0025,0.408,0.5,0.058,0.007,5,0.063,162,7.7,8.31,0.26,10,0.0006505,6e-04,0.00010065,0.0014,5e-04,86,29.8,21.8,14129.5789443384,0,0,1,0
"DLPUE2001","DLPUE2001-280615","RIO NECAXA 1",42181,2015,"CUMPLE","LÓTICO",24000,24000,11000,0.751,0.0025,1.154,0.5,0.17,0.136,50,0.078,153,7.8,6.2,0.3,152.73,0.0006505,0.0064,0.00010065,0.0086,5e-04,110,25.9,22.7,2736.94996225128,0,0,1,0
"DLPUE2021","DLPUE2021-030416","RIO NEXAPA 0",42461,2016,"INCUMPLE","LÓTICO",24000,24000,15,2.275,0.028,74.691,1.87,5.508,4.437,750,1.154,1675,7.7,0.5,6.45,540.91,0.0006505,0.0106,5e-04,0.0146,5e-04,250,28.3,22.2,5.1,1,1,1,1
"DLPUE2001","DLPUE2001-190317","RIO NECAXA 1",42811,2017,"CUMPLE","LÓTICO",1500,2100,430,0.166,0.0025,0.402,0.5,0.191,0.071,20,0.02,430,8.3,5.07,0.005,51,0.0006505,6e-04,0.00010065,0.0049,5e-04,190,21.8,22.1,5718.1,0,0,1,0
"DLPUE2014M1","DLPUE2014M1-120217","SANTA MARÍA CORONANGO",42776,2017,"INCUMPLE","LÓTICO",4600,11000,2400,0.118,0.0025,0.852,0.5,0.075,0.066,20,0.049,470,7.7,6.5,0.135386844869496,325.45,0.0006505,0.01493,0.00010065,0.01124,5e-04,220,22.7,17.7,15.7,0,0,1,1
"DLPUE2047","DLPUE2047-140118","RIO NEXAPA 19",43113,2018,"CUMPLE","LÓTICO",24000,24000,24000,0.084,0.039,0.101,0.5,0.262,0.205,10,0.062,791,7.9,5.01,0.005,27,0.0006505,0.0081,0.00010065,0.00603,5e-04,216,25.6,18.2,2942.1,0,0,1,0
"DLPUE2011","DLPUE2011-180916","VILLA AVILA CAMACHO",42640,2016,"CUMPLE","LÓTICO",15531,24196,11199,0.032,0.028,0.409,0.5,0.051,0.009,5,0.0895,260,8,4.2,0.005,120,0.0006505,6e-04,0.00010065,0.00021,5e-04,136,23,29.8,15972.4961579217,0,0,1,0
"DLPUE2026","DLPUE2026-080418","NEXAPA LOS MOLINOS P1 (31)",43200,2018,"INCUMPLE","LÓTICO",2100,24000,1500,19.707,0.0025,21.929,0.5,5.305,4.376,70,0.335,768,7.7,1.89,3.456,10,0.0006505,0.00704,0.00010065,0.0087,5e-04,162,26.1,18.6,16.9,0,0,1,1
