CLAVE SITIO,CLAVE DE MONITOREO,NOMBRE DEL SITIO,FECHA REALIZACIÓN,Año,DQO_ESTADO,TIPO CUERPO DE AGUA,COLI_FEC,COLI_TOT,E_COLI,N_NH3,N_NO2,N_NO3,N_ORG,N_TOT,N_TOTK,TOX_D_48_UT,P_TOT,ORTO_PO4,COLOR_VER,ABS_UV,SDT,CONDUC_CAMPO,pH_CAMPO,OD_%,OD_mg/L,SAAM,SST,TURBIEDAD,CD_TOT,CR_TOT,HG_TOT,NI_TOT,CN_TOT,DUR_TOT,TEMP_AMB,TEMP_AGUA,CAUDAL,COT_NOM,TOX_NOM,TIPO_LOTICO,y
DLPUE0002RNL,DLPUE0002RNL-280223,P2 LAGUNA DE SAN JUAN EPATLAN (EN DIRECCION A LA DESCARGA DE LA PTAR DEL MUNICIPIO DE XOCHILTEPEC),44985,2023,INCUMPLE,LÉNTICO,430.0,430.0,218.7795238997352,0.003,0.005,0.25,0.5,0.25,0.5,0.500826658660235,0.18235784730194382,0.075,15.846068176735878,0.1745000811874559,722.0,1150.0,8.51,80.26648615656474,6.86,0.03,22.0,8.1,0.0006779020090780267,0.01147847748391621,0.00018647379778902783,0.007174938609275487,0.0006248333728123943,397.53,30.0,27.0,3806.3003981847987,0,0,0,1.0
DLPUE0018RNL,DLPUE0018RNL-310523,MANANTIAL AXOMOL,45077,2023,CUMPLE,LÓTICO,23.0,39.0,21.586709391041943,0.003,0.005,0.35,0.5,0.35,0.5,0.8124933253269017,4.507913430052194,3.9919636682027653,151.5481617787732,0.34547055255278947,43.2886431080031,56.3,6.9,93.75421068528422,8.4,0.03,8.0,687.3242307692308,0.0058413696808980045,0.0635390153151224,0.00026968692948322725,0.07296458134920633,0.0019665943742116576,20.24,20.0,16.0,44824.75750754239,0,0,1,0.0
DLPUE0030RNL,DLPUE2036-070622,RED PRIMARIA Y SECUNDARIA DE AGUAS SUPERFICIALES NEXAPA LAS FAJANAS,44719,2022,INCUMPLE,LÓTICO,23000000.0,23000000.0,1972040.0,16.97,0.655,3.32,6.38,27.325,23.35,1.2375889577608352,5.1,3.59,80.0,0.6559079353692696,883.22,1416.0,7.99,64.7148595826537,5.08,0.75,117.78,39.0,0.0007226306274754311,0.035491968513673484,0.00034222760624114194,0.042032259315327766,0.02733312177873941,395.69,23.0,31.0,7484.563726233826,1,1,1,1.0
DLPUE1975M1,DLPUE1975M1-270316,ARROYO ZAPATERO,42450,2016,INCUMPLE,LÓTICO,2100.0,11000.0,280.0,1.211,0.0025,0.067,50.567,51.845,51.778,1.67,4.56,4.116,250.0,0.426,1280.0,2000.0,8.1,5.0,0.5,10.9,120.0,114.0,0.0006505,0.0006,0.00010065,0.00021,0.0005,490.0,14.7,15.0,9.3,1,0,1,1.0
DLPUE1975M1,DLPUE1975M1-240416,ARROYO ZAPATERO,42481,2016,INCUMPLE,LÓTICO,24000.0,24000.0,2100.0,1.692,0.054,0.094,25.616,27.456,27.308,0.5,5.029,4.196,250.0,0.513,721.92,1128.0,8.1,5.0,0.5,13.0,182.35,167.0,0.0006505,0.009,0.00010065,0.0319,0.0005,362.34,24.3,22.6,65.0,1,1,1,1.0
DLPUE1975M1,DLPUE1975M1-050616,ARROYO ZAPATERO,42524,2016,INCUMPLE,LÓTICO,24000.0,24000.0,4600.0,6.8,0.0025,0.277,7.493,14.57,14.293,1.49,4.927,4.616,250.0,0.548,935.68,1462.0,7.7,5.0,0.5,10.2,195.83,210.0,0.0006505,0.0106,0.00010065,0.0149,0.0005,420.0,25.2,23.7,24.4,1,1,1,1.0
DLPUE1975M1,DLPUE1975M1-240716,ARROYO ZAPATERO,42572,2016,INCUMPLE,LÓTICO,24000.0,24000.0,2400.0,48.143,0.123,0.581,2.373,51.22,50.516,1.26,4.613,2.695,150.0,0.324,1084.16,1694.0,7.3,5.0,0.5,7.0,583.33,462.0,0.0006505,0.03721,0.00010065,0.02146,0.0005,576.0,26.0,23.6,127.9,1,1,1,1.0
DLPUE1975M1,DLPUE1975M1-280816,ARROYO ZAPATERO,42607,2016,INCUMPLE,LÓTICO,24000.0,24000.0,4600.0,40.735,0.251,0.728,13.488,55.202,54.223,2.46,9.072,4.388,400.0,0.557,1103.36,1724.0,8.8,5.0,0.5,12.5,180.95,214.0,0.0006505,0.00814,0.00010065,0.00783,0.0005,416.0,26.4,21.9,63.3,1,1,1,1.0
DLPUE1975M1,DLPUE1975M1-021016,ARROYO ZAPATERO,42641,2016,INCUMPLE,LÓTICO,24000.0,24000.0,2400.0,29.314,0.264,0.199,21.668,51.445,50.982,1.25,3.435,1.186,250.0,0.442,885.12,1383.0,8.3,5.0,0.5,5.5,142.5,135.0,0.0006505,0.00944,0.00010065,0.00508,0.0005,360.0,25.1,21.1,63.5,1,1,1,1.0
DLPUE1975M1,DLPUE1975M1-120217,ARROYO ZAPATERO,42775,2017,INCUMPLE,LÓTICO,11000.0,24000.0,4600.0,43.599,0.0025,0.049,51.756,95.404,95.355,1.62,13.194,5.603,200.0,0.349,1230.08,1922.0,8.2,5.0,0.5,9.8,179.41,243.0,0.0006505,0.00635,0.0006,0.00677,0.0005,484.0,26.4,19.3,31.4,1,1,1,1.0
DLPUE1975M1,DLPUE1975M1-020417,ARROYO ZAPATERO,42821,2017,INCUMPLE,LÓTICO,24000.0,24000.0,24000.0,50.255,0.0025,1.195,53.032,104.482,103.287,1.21,10.85,6.026,200.0,0.412,1170.944,1829.6,7.4,5.0,0.5,5.8,277.78,278.0,0.0006505,0.00737,0.00010065,0.00789,0.0005,596.0,22.7,19.0,11.7,1,1,1,1.0
DLPUE1975M1,DLPUE1975M1-140517,ARROYO ZAPATERO,42863,2017,INCUMPLE,LÓTICO,24000.0,24000.0,24000.0,63.9,0.059,0.059,54.634,118.652,118.534,1.53,8.544,4.37,200.0,0.325,1232.832,1926.3,7.9,5.0,0.5,13.2,67.31,92.3,0.0006505,0.01319,0.00010065,0.00693,0.0005,500.0,23.5,20.5,37.6,1,0,1,1.0
DLPUE1975M1,DLPUE1975M1-090717,ARROYO ZAPATERO,42919,2017,INCUMPLE,LÓTICO,4600.0,11000.0,2400.0,7.954,0.728,1.887,10.424,20.993,18.378,0.5,2.309,1.4,80.0,0.345,572.544,894.6,7.7,26.0,1.95,1.55,16.88,13.5,0.0006505,0.01527,0.00010065,0.0058,0.005,422.0,19.2,17.6,85.5,0,0,1,1.0
DLPUE1975M1,DLPUE1975M1-200817,ARROYO ZAPATERO,42961,2017,INCUMPLE,LÓTICO,24000.0,24000.0,24000.0,13.405,0.0025,0.0155,1.588,14.993,14.993,0.5,2.306,1.924,80.0,0.285,931.2,1455.0,8.1,14.3,1.33,2.917,67.44,57.3,0.0006505,0.02784,0.00010065,0.00763,0.0005,318.0,19.7,19.1,32.3,0,0,1,1.0
DLPUE1975M1,DLPUE1975M1-240917,ARROYO ZAPATERO,42996,2017,INCUMPLE,LÓTICO,24000.0,24000.0,24000.0,5.013,1.068,1.058,3.198,10.337,8.211,0.5,1.117,0.892,60.0,0.256,572.8000000000001,895.0,7.8,55.1,4.25,2.103,26.0,22.9,0.0006505,0.0006,0.00010065,0.00587,0.0005,386.0,22.5,21.5,85.9,0,0,1,1.0
DLPUE1975M1,DLPUE1975M1-280118,ARROYO ZAPATERO,43122,2018,INCUMPLE,LÓTICO,24000.0,24000.0,24000.0,6.65,0.0025,0.0155,5.315,11.965,11.965,1.14,4.955,3.518,150.0,0.39,911.36,1424.0,8.1,5.0,0.5,9.412,108.93,101.0,0.0006505,0.03916,0.00010065,0.01176,0.0005,542.0,24.1,18.4,164.7,1,1,1,1.0
DLPUE1975M1,DLPUE1975M1-110318,ARROYO ZAPATERO,43164,2018,INCUMPLE,LÓTICO,24000.0,24000.0,11000.0,53.158,0.0025,0.0155,38.122,91.28,91.28,0.5,8.303,5.808,150.0,0.426,1094.4,1710.0,8.3,5.0,0.5,9.729,150.0,156.0,0.0006505,0.00703,0.00074,0.01376,0.0005,576.0,16.8,17.7,34.7,0,1,1,1.0
DLPUE1975M1,DLPUE1975M1-150418,ARROYO ZAPATERO,43206,2018,INCUMPLE,LÓTICO,24000.0,24000.0,24000.0,49.308,0.0025,0.0155,1.964,51.272,51.272,1.28,6.529,5.171,200.0,0.351,902.4,1410.0,8.2,5.0,0.5,1.656,80.0,81.6,0.0006505,0.01876,0.00010065,0.00822,0.0005,464.0,25.2,18.9,36.3,0,1,1,1.0
DLPUE1975M1,DLPUE1975M1-100618,ARROYO ZAPATERO,43256,2018,INCUMPLE,LÓTICO,24000.0,24000.0,24000.0,0.724,0.0025,0.0155,0.401,1.125,1.125,1.11,3.506739564657728,1.867251183299278,150.0,1.776,1196.8,1870.0,8.1,5.0,0.5,14.478,101.82,88.2,0.0006505,0.03556,0.00010065,0.00684,0.0005,580.0,27.0,21.3,115.4,1,1,1,1.0
DLPUE1975M1,DLPUE1975M1-281018,ARROYO ZAPATERO,43398,2018,INCUMPLE,LÓTICO,24000.0,24000.0,24000.0,28.566,0.0025,0.0155,6.173,34.739,34.739,1.39,7.34,4.977,150.0,0.25,1162.24,1816.0,8.8,5.0,0.5,0.102,60.56,71.9,0.0006505,0.09262,0.00010065,0.00697,0.0005,460.35,14.5,16.0,11.9,1,1,1,1.0
DLPUE1975M1,DLPUE1975M1-231218,ARROYO ZAPATERO,43454,2018,INCUMPLE,LÓTICO,2400.0,4600.0,930.0,38.944,0.0025,0.0155,10.758,49.702,49.702,1.21,7.971,6.623,250.0,0.258,1406.08,2197.0,8.1,19.3,1.57,12.907,85.71,97.5,0.0006505,0.03785,0.00010065,0.00321,0.0005,438.0,12.5,12.6,9.8,1,1,1,1.0
DLPUE1975M1,DLPUE1975M1-170219,ARROYO ZAPATERO,43507,2019,INCUMPLE,LÓTICO,24000.0,24000.0,24000.0,55.64,0.0025,0.0155,7.961,63.601,63.601,1.18,7.58,4.352,200.0,0.535,1507.84,2356.0,7.8,5.0,0.5,9.301,137.14,148.0,0.0006505,0.0176,0.00052,0.00665,0.0005,468.0,16.1,13.0,33.5,1,1,1,1.0
DLPUE1975M1,DLPUE1975M1-110819,ARROYO ZAPATERO,43684,2019,INCUMPLE,LÓTICO,24196.0,24196.0,24196.0,7.715916,0.804,0.491033,4.53805,13.548999,12.253966,0.5,1.56227,1.06745,100.0,0.229,432.0,675.0,7.8,27.3,2.68,0.755,56.0,40.0,0.0006505,0.0182,0.00010065,0.0101,0.0018,195.867,21.4,19.3,133.0,0,0,1,1.0
DLPUE1975M1,DLPUE1975M1-090820,ARROYO ZAPATERO,44049,2020,INCUMPLE,LÓTICO,24000.0,24130.553652180584,24000.0,10.0,0.0025,0.0155,0.869,10.869,10.869,0.5,1.903,1.689,80.0,0.26877602683146257,583.04,911.0,8.3,5.0,0.5,3.062,38.71,57.0,0.0006505,0.01434,0.00010065,0.01705,0.0005,266.0,28.1,24.5,102.4,0,0,1,1.0
DLPUE1976,DLPUE1976-181112,PUEBLA SAN FRANCISCO  (A) AGUAS ARRIBA,41233,2012,INCUMPLE,LÓTICO,2400.0,2400.0,93.0,14.39,0.007,0.085,10.02,24.502,24.41,0.5,4.022,12.307,2.5,0.0045,590.72,923.0,7.36,15.0,1.3,4.0916335579227905,184.0,9.36,0.014,0.0006,0.00021485710940210155,0.169,0.0014780196407894418,294.0,24.0,18.0,8872.0,0,0,1,1.0
DLPUE1976,DLPUE1976-041112,PUEBLA SAN FRANCISCO  (A) AGUAS ARRIBA,41246,2012,INCUMPLE,LÓTICO,2400.0,2400.0,14.0,14.01,0.012,0.167,6.470000000000001,20.659,20.48,0.5,4.629,14.165,5.0,0.0045,854.4,1335.0,7.61,5.0,0.5,4.605702842953876,160.0,43.2,0.0006505,0.0006,0.00010065,0.224,0.0013703749645175472,280.28,27.0,19.2,9029.344,0,0,1,1.0
DLPUE1976,DLPUE1976-091212,PUEBLA SAN FRANCISCO  (A) AGUAS ARRIBA,41267,2012,INCUMPLE,LÓTICO,2400.0,2400.0,23.0,14.88,0.005,0.167,10.99,26.042,25.87,0.5,2.55,7.803,2.5,0.0045,778.24,1216.0,7.38,5.0,0.5,3.610764438698557,110.0,22.1,0.012,0.0006,0.00010065,0.00021,0.01930718629867984,319.48,21.0,16.8,8320.5,0,0,1,1.0
DLPUE1976,DLPUE1976-170313,PUEBLA SAN FRANCISCO  (A) AGUAS ARRIBA,41348,2013,INCUMPLE,LÓTICO,700.0,900.0,300.0,0.181,0.026,0.167,3.64,4.014,3.821,1.06,2.789,2.704,120.0,0.34798254424962427,1109.12,1733.0,7.51,5.0,0.5,3.1370343813631973,274.0,47.3,0.0006505,0.0006,0.00010065,0.00021,0.0007592389077052328,318.0,19.1,18.8,1366.9,0,0,1,1.0
DLPUE1976,DLPUE1976-280413,PUEBLA SAN FRANCISCO  (A) AGUAS ARRIBA,41390,2013,INCUMPLE,LÓTICO,460.0,1100.0,460.0,1.492,0.032,0.042,18.946,20.512,20.438,0.5,10.222,0.559,100.0,0.057,860.8000000000001,1345.0,7.28,13.0,1.1,4.380680681818181,42.5,63.5,0.0006505,0.0006,0.00010065,0.00021,0.01162078188867385,580.0,24.3,19.3,2641.5,0,0,1,1.0
DLPUE1976,DLPUE1976-230613,PUEBLA SAN FRANCISCO  (A) AGUAS ARRIBA,41454,2013,INCUMPLE,LÓTICO,2400.0,2400.0,2400.0,6.896,0.0025,0.078,2.2,9.174,9.096,0.5,4.06,0.912,100.0,0.365,439.04,686.0,7.09,5.0,0.5,2.7150516231407744,1496.667,980.0,0.0016,0.0329,0.00010065,0.0406,0.008107689146846817,220.0,20.7,18.5,8043.4,0,0,1,1.0
DLPUE1976,DLPUE1976-040813,PUEBLA SAN FRANCISCO  (A) AGUAS ARRIBA,41484,2013,INCUMPLE,LÓTICO,2400.0,2400.0,2400.0,0.108,0.0025,0.046,9.128,9.282,9.236,0.5,1.9,0.853,100.0,0.38,485.12,758.0,7.33,21.0,2.1,1.4754215413022664,770.0,462.0,0.0006505,0.045,0.00010065,0.025,0.0011765970519494722,340.0,23.9,18.6,12012.3,0,0,1,1.0
DLPUE1976,DLPUE1976-080913,PUEBLA SAN FRANCISCO  (A) AGUAS ARRIBA,41520,2013,INCUMPLE,LÓTICO,2400.0,2400.0,460.0,0.848,0.137,0.534,0.0,1.519,0.848,0.5,1.571,0.307,150.0,0.193,259.84000000000003,406.0,7.28,36.0,3.5,1.310130749760937,1380.0,839.0,0.009,0.077,0.00104,0.059,0.0007517133375187888,250.0,17.2,18.0,22204.5,0,0,1,1.0
DLPUE1976,DLPUE1976-061013,PUEBLA SAN FRANCISCO  (A) AGUAS ARRIBA,41552,2013,INCUMPLE,LÓTICO,280.0,390.0,230.0,0.907,0.0025,0.459,0.728,2.0940000000000003,1.635,0.5,3.683,2.766,100.0,0.174,547.2,855.0,7.8,20.0,1.8,1.601,106.67,163.0,0.0006505,0.013,0.00010065,0.005,0.0005,410.0,24.4,18.5,12277.7,0,0,1,1.0
DLPUE1976,DLPUE1976-020214,PUEBLA SAN FRANCISCO  (A) AGUAS ARRIBA,41666,2014,INCUMPLE,LÓTICO,230.0,280.0,200.0,0.9,0.03,0.04,20.86,21.83,21.76,0.5,3.872,1.828,80.0,0.274,882.5600000000001,1379.0,7.61,15.0,1.0,1.86,107.5,104.0,0.0006505,0.0052,0.001629,0.0386,0.0005,391.05,28.2,17.9,10604.0,0,1,1,1.0
DLPUE1976,DLPUE1976-300314,PUEBLA SAN FRANCISCO  (A) AGUAS ARRIBA,41723,2014,INCUMPLE,LÓTICO,24000.0,24000.0,24000.0,9.078,0.0025,0.262,24.42,33.760000000000005,33.498000000000005,0.5,3.721,3.671,100.0,0.86,1071.36,1674.0,7.3,10.0,1.0,12.868,193.3,60.4,0.0006505,0.0177,0.0017,0.0394,0.0005,519.8,23.9,21.2,1217.0,1,1,1,1.0
DLPUE1976,DLPUE1976-110514,PUEBLA SAN FRANCISCO  (A) AGUAS ARRIBA,41765,2014,INCUMPLE,LÓTICO,4600.0,11000.0,930.0,4.427130647891072,0.148,0.071,9.56164598907465,14.308005473334774,14.35189971227769,0.5,2.563,2.129,60.0,0.568,705.92,1103.0,7.6,10.0,1.0,7.873,76.4,40.0,0.0006505,0.0077,0.00010065,0.0178,0.0005,324.0,25.4,21.8,6325.0,1,1,1,1.0
DLPUE1976,DLPUE1976-220614,PUEBLA SAN FRANCISCO  (A) AGUAS ARRIBA,41806,2014,INCUMPLE,LÓTICO,24000.0,24000.0,4600.0,1.607,0.08,0.074,4.544,6.305,6.151,0.5,2.085,0.637,40.0,0.282,421.76,659.0,7.4,29.0,2.2,1.299,250.0,121.0,0.0006505,0.0151,0.00010065,0.0059,0.071,204.0,20.2,20.0,8041.0,0,0,1,1.0
DLPUE1976,DLPUE1976-030814,PUEBLA SAN FRANCISCO  (A) AGUAS ARRIBA,41848,2014,INCUMPLE,LÓTICO,24000.0,24000.0,2100.0,6.026,0.033,0.207,4.277,10.543,10.303,0.5,1.095,0.834,100.0,0.461,405.76,634.0,7.9,29.5,2.1,0.005,480.0,579.0,0.0006505,0.0292,0.00010065,0.0291,0.0005,208.0,22.3,19.4,7155.0,0,0,1,1.0
DLPUE1976,DLPUE1976-070914,PUEBLA SAN FRANCISCO  (A) AGUAS ARRIBA,41886,2014,INCUMPLE,LÓTICO,24000.0,24000.0,4600.0,0.911,0.177,0.33,2.039,3.4570000000000003,2.95,0.5,1.81,0.476,750.0,2.68,203.52,318.0,7.7,40.9,3.2,0.081,5170.0,4750.0,0.0006505,0.0055,0.00010065,0.0172,0.0005,176.2,17.2,16.4,23283.0,0,0,1,1.0
DLPUE1976,DLPUE1976-150215,PUEBLA SAN FRANCISCO  (A) AGUAS ARRIBA,42045,2015,INCUMPLE,LÓTICO,24000.0,24000.0,4600.0,30.116,0.0025,0.074,20.268,50.458,50.384,1.48,3.811,3.61,100.0,0.672,928.64,1451.0,7.6,5.0,0.5,4.952,58.0,69.3,0.0006505,0.0057,0.00010065,0.0203,0.0005,322.0,15.2,12.9,1927.0,0,1,1,1.0
DLPUE1976,DLPUE1976-290315,PUEBLA SAN FRANCISCO  (A) AGUAS ARRIBA,42086,2015,INCUMPLE,LÓTICO,24000.0,24000.0,11000.0,3.826,0.026,0.045,16.417,20.314,20.243,1.11,1.346,1.306,150.0,0.667,1041.92,1628.0,7.9,5.0,0.5,13.6,34.0,64.6,0.0006505,0.0161,0.00010065,0.0136,0.0005,516.0,21.2,22.6,2215.0,0,1,1,1.0
DLPUE1976,DLPUE1976-100515,PUEBLA SAN FRANCISCO  (A) AGUAS ARRIBA,42128,2015,INCUMPLE,LÓTICO,24000.0,24000.0,11000.0,4.446,0.0025,0.031,7.626,12.103,12.072,0.5,1.755,1.512,80.0,0.348,640.0,1000.0,7.6,5.0,0.5,16.5,102.22,60.8,0.0006505,0.0116,0.00010065,0.0134,0.0005,230.0,18.7,18.8,5677.0,0,1,1,1.0
DLPUE1976,DLPUE1976-280615,PUEBLA SAN FRANCISCO  (A) AGUAS ARRIBA,42177,2015,INCUMPLE,LÓTICO,24000.0,24000.0,11000.0,4.051,0.0025,0.0155,6.987,11.038,11.038,0.5,0.606,0.53,40.0,0.241,551.6800000000001,862.0,7.3,19.2,1.4,2.84,140.0,94.8,0.0006505,0.0108,0.00010065,0.0158,0.0005,256.0,17.9,19.2,7779.0,0,0,1,1.0
DLPUE1976,DLPUE1976-090815,PUEBLA SAN FRANCISCO  (A) AGUAS ARRIBA,42219,2015,INCUMPLE,LÓTICO,24000.0,24000.0,4600.0,5.521,0.021,0.0155,6.844,12.386,12.365,0.5,1.109,0.548,40.0,0.259,628.48,982.0,7.2,16.3,1.2,0.7,104.0,60.5,0.0006505,0.0068,0.0007,0.0114,0.0005,226.0,20.8,19.7,9067.0,0,0,1,1.0
DLPUE1976,DLPUE1976-200915,PUEBLA SAN FRANCISCO  (A) AGUAS ARRIBA,42261,2015,INCUMPLE,LÓTICO,24000.0,24000.0,4600.0,1.644,0.045,0.198,3.711,5.598,5.3549999999999995,0.5,1.23,0.748,200.0,0.869,307.84000000000003,481.0,7.4,35.8,2.7,0.37,1505.0,1254.0,0.0056,0.079,0.00010065,0.0567,0.0005,180.0,17.3,17.5,5303.370981601732,0,1,1,1.0
DLPUE1976,DLPUE1976-140216,PUEBLA SAN FRANCISCO  (A) AGUAS ARRIBA,42408,2016,INCUMPLE,LÓTICO,24000.0,24000.0,11000.0,7.974,0.042,0.053,0.01,8.069,7.974,0.5,2.505,1.714,150.0,0.251,914.56,1429.0,7.5,5.0,0.5,7.5,83.33,100.0,0.0006505,0.0006,0.00010065,0.0029,0.0005,438.0,20.8,15.6,2189.2,1,1,1,1.0
DLPUE1976,DLPUE1976-200316,PUEBLA SAN FRANCISCO  (A) AGUAS ARRIBA,42443,2016,INCUMPLE,LÓTICO,1500.0,24000.0,200.0,2.766,0.0025,0.08,10.774,13.62,13.54,0.5,1.811,1.515,150.0,0.2,675.2,1055.0,7.6,26.9,2.05,3.5,77.78,56.0,0.0006505,0.0056,0.00010065,0.01,0.0005,268.0,19.9,16.9,4103.1,0,0,1,1.0
DLPUE1976,DLPUE1976-010516,PUEBLA SAN FRANCISCO  (A) AGUAS ARRIBA,42485,2016,INCUMPLE,LÓTICO,24000.0,24000.0,2100.0,7.717,0.022,0.153,10.515,18.407,18.232,0.5,2.526,2.015,100.0,0.24,719.36,1124.0,7.3,15.3,1.14,3.175,113.33,62.2,0.0006505,0.1072,0.00010065,0.0159,0.0005,304.0,26.5,17.9,7065.8,0,1,1,1.0
DLPUE1976,DLPUE1976-190616,PUEBLA SAN FRANCISCO  (A) AGUAS ARRIBA,42534,2016,INCUMPLE,LÓTICO,24000.0,24000.0,40.0,8.557,0.044,0.043,6.861,15.505,15.418,0.5,2.303,1.654,60.0,0.193,515.2,805.0,7.3,22.1,1.65,1.06,462.96,210.0,0.0006505,0.0174,0.0021,0.0216,0.0005,230.0,18.1,18.3,4281.990392836889,0,1,1,1.0
DLPUE1976,DLPUE1976-310716,PUEBLA SAN FRANCISCO  (A) AGUAS ARRIBA,42576,2016,INCUMPLE,LÓTICO,24000.0,24000.0,4600.0,4.695,0.174,0.425,0.734,6.0280000000000005,5.429,0.5,1.212,0.49,60.0,0.141,419.84,656.0,7.0,32.967098059918044,2.6305622497042003,0.47,2710.0,1790.0,0.00532,0.08969,0.00214,0.05797,0.0005,230.0,17.1,17.4,7417.716814935065,0,1,1,1.0
DLPUE1976,DLPUE1976-040916,PUEBLA SAN FRANCISCO  (A) AGUAS ARRIBA,42613,2016,INCUMPLE,LÓTICO,24000.0,24000.0,4600.0,5.288,0.211,0.64,30.518,36.657,35.806,0.5,3.564,1.103,80.0,0.222,456.32,713.0,7.3,38.3,2.88,0.72,640.0,516.0,0.0006505,0.02518,0.00010065,0.02809,0.0005,214.0,21.0,17.8,3365.7684342582943,0,1,1,1.0
DLPUE1976,DLPUE1976-050217,PUEBLA SAN FRANCISCO  (A) AGUAS ARRIBA,42765,2017,INCUMPLE,LÓTICO,24000.0,24000.0,24000.0,21.063,0.0025,0.577,6.732,28.372,27.795,0.5,8.665,4.99,150.0,0.477,1038.72,1623.0,7.2,5.0,0.5,3.489,100.0,103.0,0.0006505,0.00858,0.00072,0.01378,0.0005,496.0,15.3,14.1,2012.8,1,1,1,1.0
DLPUE1976,DLPUE1976-260317,PUEBLA SAN FRANCISCO  (A) AGUAS ARRIBA,42814,2017,INCUMPLE,LÓTICO,24000.0,24000.0,24000.0,15.66,0.0025,1.153,63.568,80.381,79.228,0.5,3.596,2.175,150.0,0.499,966.592,1510.3,7.4,5.0,0.5,6.4,190.63,122.0,0.0006505,0.00756,0.00010065,0.01702,0.0005,444.0,18.5,16.8,2486.9,0,1,1,1.0
DLPUE1976,DLPUE1976-070517,PUEBLA SAN FRANCISCO  (A) AGUAS ARRIBA,42856,2017,INCUMPLE,LÓTICO,24000.0,24000.0,24000.0,33.47,0.0025,0.0155,76.816,110.286,110.286,0.5,3.951,2.94,150.0,0.988,1081.6,1690.0,7.0,5.0,0.5,7.4,57.14,49.3,0.0006505,0.00613,0.00010065,0.01266,0.0005,396.0,20.4,18.6,1953.8,1,1,1,1.0
DLPUE1976,DLPUE1976-020717,PUEBLA SAN FRANCISCO  (A) AGUAS ARRIBA,42912,2017,INCUMPLE,LÓTICO,24000.0,24000.0,4600.0,3.216,0.0025,0.215,1.469,4.9,4.6850000000000005,0.5,1.759,0.403,80.0,0.486,421.504,658.6,7.1,39.0,3.1,0.89,392.0,238.0,0.0006505,0.01806,0.00010065,0.01428,0.007,172.0,23.0,22.4,2895.424207651695,0,0,1,1.0
DLPUE1976,DLPUE1976-130817,PUEBLA SAN FRANCISCO  (A) AGUAS ARRIBA,42954,2017,INCUMPLE,LÓTICO,24000.0,24000.0,24000.0,5.721,0.0025,0.0155,2.95,8.671,8.671,0.5,1.931,1.17,50.0,0.178,534.592,835.3,7.2,25.4,1.21,1.019,362.86,153.0,0.0006505,0.01145,0.00010065,0.0187,0.0005,220.0,22.7,20.5,3921.1407781552653,0,0,1,1.0
DLPUE1976,DLPUE1976-240917,PUEBLA SAN FRANCISCO  (A) AGUAS ARRIBA,43000,2017,INCUMPLE,LÓTICO,24000.0,24000.0,24000.0,1.44,0.156,0.337,0.06,1.993,1.5,0.5,0.727,0.643,100.0,0.211,359.04,561.0,7.6,66.6,6.26,0.426,1161.11,767.0,0.00394,0.03511,0.00010065,0.03707,0.0005,188.0,20.4,18.5,6216.839202074407,0,0,1,1.0
DLPUE1976,DLPUE1976-280118,PUEBLA SAN FRANCISCO  (A) AGUAS ARRIBA,43123,2018,INCUMPLE,LÓTICO,24000.0,24000.0,24000.0,3.058,0.0025,0.0155,0.617,3.675,3.675,0.5,4.678,0.442,100.0,0.243,717.44,1121.0,7.6,5.0,0.5,3.894,124.39,92.4,0.0006505,0.01583,0.00010065,0.02496,0.0005,312.0,22.3,15.9,3914.6,0,1,1,1.0
DLPUE1976,DLPUE1976-110318,PUEBLA SAN FRANCISCO  (A) AGUAS ARRIBA,43165,2018,INCUMPLE,LÓTICO,24000.0,24000.0,24000.0,15.843,0.0025,0.0155,7.927,23.77,23.77,0.5,4.126,2.594,80.0,0.244,887.04,1386.0,7.8,5.0,0.5,4.618,172.09,100.0,0.0006505,0.01447,0.00149,0.03319,0.0005,400.0,23.7,17.2,3984.3,0,1,1,1.0
DLPUE1976,DLPUE1976-150418,PUEBLA SAN FRANCISCO  (A) AGUAS ARRIBA,43207,2018,INCUMPLE,LÓTICO,24000.0,24000.0,24000.0,7.954,0.0025,0.0155,6.845,14.799,14.799,0.5,2.686,1.212,120.0,0.271,699.52,1093.0,7.7,5.0,0.5,4.844,61.36,54.8,0.0006505,0.03473,0.00010065,0.00992,0.007,252.0,26.1,18.3,3220.1,0,1,1,1.0
DLPUE1976,DLPUE1976-100618,PUEBLA SAN FRANCISCO  (A) AGUAS ARRIBA,43257,2018,INCUMPLE,LÓTICO,24000.0,24000.0,11000.0,9.644,0.0025,0.0155,0.741,10.385,10.385,0.5,3.088,2.248,194.0308389354306,1.246,830.72,1298.0,7.9,5.0,0.5,4.344,130.56,86.2,0.0006505,0.01142,0.00010065,0.01226,0.0005,470.0,25.7,18.9,4688.1,1,0,1,1.0
DLPUE1976,DLPUE1976-041118,PUEBLA SAN FRANCISCO  (A) AGUAS ARRIBA,43402,2018,INCUMPLE,LÓTICO,24000.0,24000.0,24000.0,5.514,0.0025,0.0155,0.344,5.8580000000000005,5.8580000000000005,0.5,2.568,2.504,60.0,0.198,927.36,1449.0,8.1,24.7,1.84,1.439,261.29,94.7,0.0006505,0.06386,0.00010065,0.0157,0.0005,181.56,22.3,18.0,2524.7825817860294,0,0,1,1.0
